"Plot-Titel: PGK"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21047856, SEN S/N: 21047856, LBL: Celsius)","Intensität, Lux (LGR S/N: 21047856, SEN S/N: 21047856, LBL: Lux)"
341,08.09.22 03:07:09 PM,27.075,2238.9
342,08.09.22 04:07:09 PM,32.291,5166.7
343,08.09.22 05:07:09 PM,29.053,2927.8
344,08.09.22 06:07:09 PM,26.585,1636.1
345,08.09.22 07:07:09 PM,24.738,699.7
346,08.09.22 08:07:09 PM,23.196,236.8
347,08.09.22 09:07:09 PM,21.569,0.0
348,08.09.22 10:07:09 PM,20.234,0.0
349,08.09.22 11:07:09 PM,19.472,0.0
350,08.10.22 12:07:09 AM,18.236,0.0
351,08.10.22 01:07:09 AM,16.903,0.0
352,08.10.22 02:07:09 AM,16.237,0.0
353,08.10.22 03:07:09 AM,15.569,0.0
354,08.10.22 04:07:09 AM,14.900,0.0
355,08.10.22 05:07:09 AM,14.325,0.0
356,08.10.22 06:07:09 AM,14.038,118.4
357,08.10.22 07:07:09 AM,14.900,871.9
358,08.10.22 08:07:09 AM,17.570,1237.9
359,08.10.22 09:07:09 AM,19.662,1808.3
360,08.10.22 10:07:09 AM,22.525,2497.2
361,08.10.22 11:07:09 AM,26.879,8611.2
362,08.10.22 12:07:09 PM,33.639,12400.1
363,08.10.22 01:07:09 PM,33.222,10677.8
364,08.10.22 02:07:09 PM,32.086,8266.7
365,08.10.22 03:07:09 PM,32.807,9300.1
366,08.10.22 04:07:09 PM,31.370,4305.6
367,08.10.22 05:07:09 PM,28.357,1722.2
368,08.10.22 06:07:09 PM,26.683,936.5
369,08.10.22 07:07:09 PM,25.222,441.3
370,08.10.22 08:07:09 PM,22.908,129.2
371,08.10.22 09:07:09 PM,20.519,0.0
372,08.10.22 10:07:09 PM,19.282,0.0
373,08.10.22 11:07:09 PM,20.901,0.0
374,08.11.22 12:07:09 AM,19.472,0.0
375,08.11.22 01:07:09 AM,18.045,0.0
376,08.11.22 02:07:09 AM,17.189,0.0
377,08.11.22 03:07:09 AM,17.094,0.0
378,08.11.22 04:07:09 AM,16.713,0.0
379,08.11.22 05:07:09 AM,16.332,0.0
380,08.11.22 06:07:09 AM,15.760,107.6
381,08.11.22 07:07:09 AM,16.141,473.6
382,08.11.22 08:07:09 AM,18.045,958.0
383,08.11.22 09:07:09 AM,21.473,1550.0
384,08.11.22 10:07:09 AM,24.738,2755.6
385,08.11.22 11:07:09 AM,29.752,9644.5
386,08.11.22 12:07:09 PM,35.649,12400.1
387,08.11.22 01:07:09 PM,35.435,11022.3
388,08.11.22 02:07:09 PM,34.058,5166.7
389,08.11.22 03:07:09 PM,35.222,9300.1
390,08.11.22 04:07:09 PM,33.326,3616.7
391,08.11.22 05:07:09 PM,30.054,1550.0
392,08.11.22 06:07:09 PM,28.060,936.5
393,08.11.22 07:07:09 PM,26.585,549.0
394,08.11.22 08:07:09 PM,24.255,96.9
395,08.11.22 09:07:09 PM,21.473,0.0
396,08.11.22 10:07:09 PM,19.853,0.0
397,08.11.22 11:07:09 PM,18.711,0.0
398,08.12.22 12:07:09 AM,19.472,0.0
399,08.12.22 01:07:09 AM,18.521,0.0
400,08.12.22 02:07:09 AM,18.236,0.0
401,08.12.22 03:07:09 AM,17.475,0.0
402,08.12.22 04:07:09 AM,16.427,0.0
403,08.12.22 05:07:09 AM,16.046,0.0
404,08.12.22 06:07:09 AM,15.855,96.9
405,08.12.22 07:07:09 AM,16.237,430.6
406,08.12.22 08:07:09 AM,18.521,904.2
407,08.12.22 09:07:09 AM,22.046,1463.9
408,08.12.22 10:07:09 AM,25.708,2755.6
409,08.12.22 11:07:09 AM,30.356,10677.8
410,08.12.22 12:07:09 PM,35.222,12400.1
411,08.12.22 01:07:09 PM,35.542,11711.2
412,08.12.22 02:07:09 PM,34.163,9300.1
413,08.12.22 03:07:09 PM,36.403,12400.1
414,08.12.22 04:07:09 PM,29.752,2325.0
415,08.12.22 05:07:09 PM,30.255,2238.9
416,08.12.22 06:07:09 PM,28.655,1894.5
417,08.12.22 07:07:09 PM,26.977,473.6
418,08.12.22 08:07:09 PM,25.416,549.0
419,08.12.22 09:07:09 PM,22.908,0.0
420,08.12.22 10:07:09 PM,21.282,0.0
421,08.12.22 11:07:09 PM,20.519,0.0
422,08.13.22 12:07:09 AM,19.472,0.0
423,08.13.22 01:07:09 AM,19.567,0.0
424,08.13.22 02:07:09 AM,18.806,0.0
425,08.13.22 03:07:09 AM,18.426,0.0
426,08.13.22 04:07:09 AM,18.045,0.0
427,08.13.22 05:07:09 AM,17.760,0.0
428,08.13.22 06:07:09 AM,17.665,96.9
429,08.13.22 07:07:09 AM,18.236,452.1
430,08.13.22 08:07:09 AM,22.046,1636.1
431,08.13.22 09:07:09 AM,23.869,2755.6
432,08.13.22 10:07:09 AM,25.708,1808.3
433,08.13.22 11:07:09 AM,27.075,3444.5
434,08.13.22 12:07:09 PM,27.862,2411.1
435,08.13.22 01:07:09 PM,26.488,2066.7
436,08.13.22 02:07:09 PM,26.292,1980.6
437,08.13.22 03:07:09 PM,27.764,3272.2
438,08.13.22 04:07:09 PM,30.558,5166.7
439,08.13.22 05:07:09 PM,29.953,2152.8
440,08.13.22 06:07:09 PM,28.258,1097.9
441,08.13.22 07:07:09 PM,28.655,1001.0
442,08.13.22 08:07:09 PM,25.902,183.0
443,08.13.22 09:07:09 PM,24.255,0.0
444,08.13.22 10:07:09 PM,23.869,0.0
445,08.13.22 11:07:09 PM,22.621,0.0
446,08.14.22 12:07:09 AM,20.996,0.0
447,08.14.22 01:07:09 AM,20.329,0.0
448,08.14.22 02:07:09 AM,20.043,0.0
449,08.14.22 03:07:09 AM,20.234,0.0
450,08.14.22 04:07:09 AM,20.138,0.0
451,08.14.22 05:07:09 AM,20.234,0.0
452,08.14.22 06:07:09 AM,20.329,43.1
453,08.14.22 07:07:09 AM,20.901,947.2
454,08.14.22 08:07:09 AM,23.100,1550.0
455,08.14.22 09:07:09 AM,24.448,1550.0
456,08.14.22 10:07:09 AM,27.370,3444.5
457,08.14.22 11:07:09 AM,31.268,7577.8
458,08.14.22 12:07:09 PM,35.756,11022.3
459,08.14.22 01:07:09 PM,36.620,9644.5
460,08.14.22 02:07:09 PM,36.295,9300.1
461,08.14.22 03:07:09 PM,36.511,10333.4
462,08.14.22 04:07:09 PM,34.163,4650.0
463,08.14.22 05:07:09 PM,32.188,1636.1
464,08.14.22 06:07:09 PM,30.862,1022.6
465,08.14.22 07:07:09 PM,29.152,355.2
466,08.14.22 08:07:09 PM,27.173,183.0
467,08.14.22 09:07:09 PM,27.567,0.0
468,08.14.22 10:07:09 PM,26.097,0.0
469,08.14.22 11:07:09 PM,23.773,0.0
470,08.15.22 12:07:09 AM,23.484,0.0
471,08.15.22 01:07:09 AM,22.525,0.0
472,08.15.22 02:07:09 AM,21.855,0.0
473,08.15.22 03:07:09 AM,21.091,0.0
474,08.15.22 04:07:09 AM,20.710,0.0
475,08.15.22 05:07:09 AM,20.234,0.0
476,08.15.22 06:07:09 AM,19.472,53.8
477,08.15.22 07:07:09 AM,19.853,387.5
478,08.15.22 08:07:09 AM,21.187,1313.2
479,08.15.22 09:07:09 AM,23.869,1550.0
480,08.15.22 10:07:09 AM,26.390,2927.8
481,08.15.22 11:07:09 AM,30.760,10677.8
482,08.15.22 12:07:09 PM,32.497,2669.5
483,08.15.22 01:07:09 PM,29.853,3788.9
484,08.15.22 02:07:09 PM,32.807,1894.5
485,08.15.22 03:07:09 PM,29.652,6200.0
486,08.15.22 04:07:09 PM,33.535,5511.1
487,08.15.22 05:07:09 PM,30.154,645.8
488,08.15.22 06:07:09 PM,29.853,247.6
489,08.15.22 07:07:09 PM,19.853,0.0
490,08.15.22 08:07:09 PM,19.758,0.0
491,08.15.22 09:07:09 PM,19.758,0.0
492,08.15.22 10:07:09 PM,19.758,0.0
493,08.15.22 11:07:09 PM,19.092,0.0
494,08.16.22 12:07:09 AM,19.377,0.0
495,08.16.22 01:07:09 AM,19.377,0.0
496,08.16.22 02:07:09 AM,18.616,0.0
497,08.16.22 03:07:09 AM,18.045,0.0
498,08.16.22 04:07:09 AM,17.760,0.0
499,08.16.22 05:07:09 AM,17.475,0.0
500,08.16.22 06:07:09 AM,17.189,64.6
501,08.16.22 07:07:09 AM,18.045,452.1
502,08.16.22 08:07:09 AM,19.282,979.5
503,08.16.22 09:07:09 AM,20.329,1463.9
504,08.16.22 10:07:09 AM,22.812,2755.6
505,08.16.22 11:07:09 AM,28.555,9644.5
506,08.16.22 12:07:09 PM,33.014,11711.2
507,08.16.22 01:07:09 PM,31.166,11711.2
508,08.16.22 02:07:09 PM,31.778,1722.2
509,08.16.22 03:07:09 PM,28.754,1894.5
510,08.16.22 04:07:09 PM,29.953,4994.5
511,08.16.22 05:07:09 PM,29.452,1894.5
512,08.16.22 06:07:09 PM,27.961,882.6
513,08.16.22 07:07:09 PM,26.390,409.0
514,08.16.22 08:07:09 PM,23.677,86.1
515,08.16.22 09:07:09 PM,21.664,0.0
516,08.16.22 10:07:09 PM,20.519,0.0
517,08.16.22 11:07:09 PM,19.948,0.0
518,08.17.22 12:07:09 AM,19.472,0.0
519,08.17.22 01:07:09 AM,19.092,0.0
520,08.17.22 02:07:09 AM,18.616,0.0
521,08.17.22 03:07:09 AM,18.331,0.0
522,08.17.22 04:07:09 AM,17.855,0.0
523,08.17.22 05:07:09 AM,17.665,0.0
524,08.17.22 06:07:09 AM,17.475,75.3
525,08.17.22 07:07:09 AM,18.331,538.2
526,08.17.22 08:07:09 AM,20.996,893.4
527,08.17.22 09:07:09 AM,24.158,1808.3
528,08.17.22 10:07:09 AM,27.961,2927.8
529,08.17.22 11:07:09 AM,33.848,10333.4
530,08.17.22 12:07:09 PM,37.714,11022.3
