"Plot-Titel: WS"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 21047843, SEN S/N: 21047843, LBL: Celsius)","Intensität, Lux (LGR S/N: 21047843, SEN S/N: 21047843, LBL: Lux)"
310,01.11.22 07:46:14 AM,-2.610,0.0
311,01.11.22 08:46:14 AM,-2.494,215.3
312,01.11.22 09:46:14 AM,-2.261,968.8
313,01.11.22 10:46:14 AM,-1.914,1808.3
314,01.11.22 11:46:14 AM,-1.228,3100.0
315,01.11.22 12:46:14 PM,0.674,8266.7
316,01.11.22 01:46:14 PM,3.261,14466.8
317,01.11.22 02:46:14 PM,0.563,3100.0
318,01.11.22 03:46:14 PM,-0.549,785.8
319,01.11.22 04:46:14 PM,-1.799,0.0
320,01.11.22 05:46:14 PM,-2.377,0.0
321,01.11.22 06:46:14 PM,-2.962,0.0
322,01.11.22 07:46:14 PM,-2.962,0.0
323,01.11.22 08:46:14 PM,-3.553,0.0
324,01.11.22 09:46:14 PM,-3.079,0.0
325,01.11.22 10:46:14 PM,-2.377,0.0
326,01.11.22 11:46:14 PM,-2.261,0.0
327,01.12.22 12:46:14 AM,-2.377,0.0
328,01.12.22 01:46:14 AM,-2.377,0.0
329,01.12.22 02:46:14 AM,-2.030,0.0
330,01.12.22 03:46:14 AM,-1.799,0.0
331,01.12.22 04:46:14 AM,-1.570,0.0
332,01.12.22 05:46:14 AM,-1.456,0.0
333,01.12.22 06:46:14 AM,-1.114,0.0
334,01.12.22 07:46:14 AM,-1.456,0.0
335,01.12.22 08:46:14 AM,-1.001,828.8
336,01.12.22 09:46:14 AM,0.453,1722.2
337,01.12.22 10:46:14 AM,1.330,1463.9
338,01.12.22 11:46:14 AM,2.517,2755.6
339,01.12.22 12:46:14 PM,2.517,1550.0
340,01.12.22 01:46:14 PM,2.517,1237.9
341,01.12.22 02:46:14 PM,2.410,656.6
342,01.12.22 03:46:14 PM,2.517,161.5
343,01.12.22 04:46:14 PM,2.624,0.0
344,01.12.22 05:46:14 PM,2.624,0.0
345,01.12.22 06:46:14 PM,2.517,0.0
346,01.12.22 07:46:14 PM,2.730,0.0
347,01.12.22 08:46:14 PM,2.943,0.0
348,01.12.22 09:46:14 PM,2.837,0.0
349,01.12.22 10:46:14 PM,3.049,0.0
350,01.12.22 11:46:14 PM,3.367,0.0
351,01.13.22 12:46:14 AM,3.578,0.0
352,01.13.22 01:46:14 AM,3.893,0.0
353,01.13.22 02:46:14 AM,3.893,0.0
354,01.13.22 03:46:14 AM,3.893,0.0
355,01.13.22 04:46:14 AM,3.683,0.0
356,01.13.22 05:46:14 AM,3.683,0.0
357,01.13.22 06:46:14 AM,3.472,0.0
358,01.13.22 07:46:14 AM,3.578,0.0
359,01.13.22 08:46:14 AM,3.683,172.2
360,01.13.22 09:46:14 AM,3.788,430.6
361,01.13.22 10:46:14 AM,3.998,936.5
362,01.13.22 11:46:14 AM,4.207,1022.6
363,01.13.22 12:46:14 PM,4.311,968.8
364,01.13.22 01:46:14 PM,4.727,893.4
365,01.13.22 02:46:14 PM,4.831,1011.8
366,01.13.22 03:46:14 PM,4.727,269.1
367,01.13.22 04:46:14 PM,4.727,0.0
368,01.13.22 05:46:14 PM,4.831,0.0
369,01.13.22 06:46:14 PM,4.831,0.0
370,01.13.22 07:46:14 PM,5.037,0.0
371,01.13.22 08:46:14 PM,5.244,0.0
372,01.13.22 09:46:14 PM,5.244,0.0
373,01.13.22 10:46:14 PM,5.037,0.0
374,01.13.22 11:46:14 PM,5.141,0.0
375,01.14.22 12:46:14 AM,5.450,0.0
376,01.14.22 01:46:14 AM,5.450,0.0
377,01.14.22 02:46:14 AM,5.552,0.0
378,01.14.22 03:46:14 AM,5.552,0.0
379,01.14.22 04:46:14 AM,5.141,0.0
380,01.14.22 05:46:14 AM,4.934,0.0
381,01.14.22 06:46:14 AM,5.037,0.0
382,01.14.22 07:46:14 AM,5.244,0.0
383,01.14.22 08:46:14 AM,5.244,118.4
384,01.14.22 09:46:14 AM,5.244,645.8
385,01.14.22 10:46:14 AM,5.450,667.4
386,01.14.22 11:46:14 AM,5.962,1334.7
387,01.14.22 12:46:14 PM,6.268,1216.3
388,01.14.22 01:46:14 PM,6.370,807.3
389,01.14.22 02:46:14 PM,6.166,699.7
390,01.14.22 03:46:14 PM,6.370,236.8
