"Plot-Titel: KLG"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309858, SEN S/N: 21309858, LBL: °C)","Intensität, Lux (LGR S/N: 21309858, SEN S/N: 21309858, LBL: Lux)"
1579,09.30.22 10:23:41 AM,18.616,37200.2
1580,09.30.22 11:23:41 AM,20.234,37200.2
1581,09.30.22 12:23:41 PM,20.424,38578.0
1582,09.30.22 01:23:41 PM,22.717,42711.4
1583,09.30.22 02:23:41 PM,22.046,44089.2
1584,09.30.22 03:23:41 PM,17.855,13777.9
1585,09.30.22 04:23:41 PM,22.142,35822.5
1586,09.30.22 05:23:41 PM,20.329,26178.0
1587,09.30.22 06:23:41 PM,16.332,6544.5
1588,09.30.22 07:23:41 PM,13.846,0.0
1589,09.30.22 08:23:41 PM,13.076,0.0
1590,09.30.22 09:23:41 PM,11.722,0.0
1591,09.30.22 10:23:41 PM,11.334,0.0
1592,09.30.22 11:23:41 PM,10.651,0.0
1593,10.01.22 12:23:41 AM,10.161,0.0
1594,10.01.22 01:23:41 AM,9.669,0.0
1595,10.01.22 02:23:41 AM,8.481,0.0
1596,10.01.22 03:23:41 AM,8.382,0.0
1597,10.01.22 04:23:41 AM,8.182,0.0
1598,10.01.22 05:23:41 AM,7.983,0.0
1599,10.01.22 06:23:41 AM,7.882,0.0
1600,10.01.22 07:23:41 AM,8.182,1001.0
1601,10.01.22 08:23:41 AM,9.373,3961.1
1602,10.01.22 09:23:41 AM,10.063,3100.0
1603,10.01.22 10:23:41 AM,11.722,6200.0
1604,10.01.22 11:23:41 AM,13.365,8266.7
1605,10.01.22 12:23:41 PM,11.916,3616.7
1606,10.01.22 01:23:41 PM,11.236,5338.9
1607,10.01.22 02:23:41 PM,11.236,1550.0
1608,10.01.22 03:23:41 PM,11.041,1808.3
1609,10.01.22 04:23:41 PM,11.819,1722.2
1610,10.01.22 05:23:41 PM,12.304,1044.1
1611,10.01.22 06:23:41 PM,12.497,688.9
1612,10.01.22 07:23:41 PM,11.819,0.0
1613,10.01.22 08:23:41 PM,12.110,0.0
1614,10.01.22 09:23:41 PM,12.497,0.0
1615,10.01.22 10:23:41 PM,11.625,0.0
1616,10.01.22 11:23:41 PM,11.041,0.0
1617,10.02.22 12:23:41 AM,10.846,0.0
1618,10.02.22 01:23:41 AM,10.651,0.0
1619,10.02.22 02:23:41 AM,11.041,0.0
1620,10.02.22 03:23:41 AM,10.846,0.0
1621,10.02.22 04:23:41 AM,10.259,0.0
1622,10.02.22 05:23:41 AM,9.965,0.0
1623,10.02.22 06:23:41 AM,9.965,0.0
1624,10.02.22 07:23:41 AM,10.357,1119.5
1625,10.02.22 08:23:41 AM,11.528,1722.2
1626,10.02.22 09:23:41 AM,13.846,24800.2
1627,10.02.22 10:23:41 AM,16.903,14466.8
1628,10.02.22 11:23:41 AM,16.713,11022.3
1629,10.02.22 12:23:41 PM,15.760,3272.2
1630,10.02.22 01:23:41 PM,18.806,17911.2
1631,10.02.22 02:23:41 PM,19.758,42711.4
1632,10.02.22 03:23:41 PM,19.853,49600.3
1633,10.02.22 04:23:41 PM,20.043,35822.5
1634,10.02.22 05:23:41 PM,16.713,27555.7
1635,10.02.22 06:23:41 PM,14.517,850.4
1636,10.02.22 07:23:41 PM,12.594,0.0
1637,10.02.22 08:23:41 PM,12.110,0.0
1638,10.02.22 09:23:41 PM,12.013,0.0
1639,10.02.22 10:23:41 PM,11.625,0.0
1640,10.02.22 11:23:41 PM,11.431,0.0
1641,10.03.22 12:23:41 AM,11.139,0.0
1642,10.03.22 01:23:41 AM,10.846,0.0
1643,10.03.22 02:23:41 AM,11.236,0.0
1644,10.03.22 03:23:41 AM,11.236,0.0
1645,10.03.22 04:23:41 AM,11.431,0.0
1646,10.03.22 05:23:41 AM,11.625,0.0
1647,10.03.22 06:23:41 AM,11.431,0.0
1648,10.03.22 07:23:41 AM,11.528,183.0
1649,10.03.22 08:23:41 AM,12.304,2927.8
1650,10.03.22 09:23:41 AM,13.269,12400.1
1651,10.03.22 10:23:41 AM,13.365,6544.5
1652,10.03.22 11:23:41 AM,14.804,7577.8
1653,10.03.22 12:23:41 PM,15.378,11022.3
1654,10.03.22 01:23:41 PM,16.903,16533.4
1655,10.03.22 02:23:41 PM,17.284,33066.9
1656,10.03.22 03:23:41 PM,17.284,9300.1
1657,10.03.22 04:23:41 PM,19.853,35822.5
1658,10.03.22 05:23:41 PM,15.951,3961.1
1659,10.03.22 06:23:41 PM,15.187,86.1
1660,10.03.22 07:23:41 PM,14.134,0.0
1661,10.03.22 08:23:41 PM,13.846,0.0
1662,10.03.22 09:23:41 PM,13.269,0.0
1663,10.03.22 10:23:41 PM,13.365,0.0
1664,10.03.22 11:23:41 PM,13.269,0.0
1665,10.04.22 12:23:41 AM,13.269,0.0
1666,10.04.22 01:23:41 AM,13.173,0.0
1667,10.04.22 02:23:41 AM,12.980,0.0
1668,10.04.22 03:23:41 AM,12.787,0.0
1669,10.04.22 04:23:41 AM,12.207,0.0
1670,10.04.22 05:23:41 AM,11.625,0.0
1671,10.04.22 06:23:41 AM,11.528,0.0
1672,10.04.22 07:23:41 AM,11.334,1001.0
1673,10.04.22 08:23:41 AM,15.378,30311.3
1674,10.04.22 09:23:41 AM,13.461,4650.0
1675,10.04.22 10:23:41 AM,13.942,7233.4
1676,10.04.22 11:23:41 AM,17.950,16533.4
1677,10.04.22 12:23:41 PM,21.187,20666.8
1678,10.04.22 01:23:41 PM,20.996,22044.6
1679,10.04.22 02:23:41 PM,19.948,24800.2
1680,10.04.22 03:23:41 PM,20.805,12400.1
1681,10.04.22 04:23:41 PM,22.621,35822.5
1682,10.04.22 05:23:41 PM,20.710,28933.5
1683,10.04.22 06:23:41 PM,17.284,1248.6
1684,10.04.22 07:23:41 PM,15.091,0.0
1685,10.04.22 08:23:41 PM,13.846,0.0
1686,10.04.22 09:23:41 PM,13.173,0.0
1687,10.04.22 10:23:41 PM,12.497,0.0
1688,10.04.22 11:23:41 PM,12.013,0.0
1689,10.05.22 12:23:41 AM,11.625,0.0
1690,10.05.22 01:23:41 AM,11.236,0.0
1691,10.05.22 02:23:41 AM,10.651,0.0
1692,10.05.22 03:23:41 AM,10.748,0.0
1693,10.05.22 04:23:41 AM,10.161,0.0
1694,10.05.22 05:23:41 AM,10.063,0.0
1695,10.05.22 06:23:41 AM,10.063,0.0
1696,10.05.22 07:23:41 AM,10.259,452.1
1697,10.05.22 08:23:41 AM,11.139,4133.4
1698,10.05.22 09:23:41 AM,13.365,8266.7
1699,10.05.22 10:23:41 AM,14.996,12400.1
1700,10.05.22 11:23:41 AM,16.999,13089.0
1701,10.05.22 12:23:41 PM,18.140,16533.4
1702,10.05.22 01:23:41 PM,22.525,46844.8
1703,10.05.22 02:23:41 PM,23.004,44089.2
1704,10.05.22 03:23:41 PM,23.292,20666.8
1705,10.05.22 04:23:41 PM,23.196,35822.5
1706,10.05.22 05:23:41 PM,22.333,27555.7
1707,10.05.22 06:23:41 PM,18.711,1065.6
1708,10.05.22 07:23:41 PM,16.332,0.0
1709,10.05.22 08:23:41 PM,15.282,0.0
1710,10.05.22 09:23:41 PM,15.187,0.0
1711,10.05.22 10:23:41 PM,14.804,0.0
1712,10.05.22 11:23:41 PM,15.091,0.0
1713,10.06.22 12:23:41 AM,15.569,0.0
1714,10.06.22 01:23:41 AM,15.378,0.0
1715,10.06.22 02:23:41 AM,15.187,0.0
1716,10.06.22 03:23:41 AM,16.332,0.0
1717,10.06.22 04:23:41 AM,15.664,0.0
1718,10.06.22 05:23:41 AM,15.760,0.0
1719,10.06.22 06:23:41 AM,15.569,0.0
1720,10.06.22 07:23:41 AM,15.664,139.9
1721,10.06.22 08:23:41 AM,17.760,28933.5
1722,10.06.22 09:23:41 AM,19.758,37200.2
1723,10.06.22 10:23:41 AM,18.996,9644.5
1724,10.06.22 11:23:41 AM,20.234,42711.4
1725,10.06.22 12:23:41 PM,22.046,42711.4
1726,10.06.22 01:23:41 PM,22.908,44089.2
1727,10.06.22 02:23:41 PM,23.677,44089.2
1728,10.06.22 03:23:41 PM,22.429,42711.4
1729,10.06.22 04:23:41 PM,21.951,37200.2
1730,10.06.22 05:23:41 PM,20.996,28933.5
1731,10.06.22 06:23:41 PM,16.618,1173.3
1732,10.06.22 07:23:41 PM,13.942,0.0
1733,10.06.22 08:23:41 PM,13.846,0.0
1734,10.06.22 09:23:41 PM,12.980,0.0
1735,10.06.22 10:23:41 PM,12.013,0.0
1736,10.06.22 11:23:41 PM,11.431,0.0
1737,10.07.22 12:23:41 AM,10.846,0.0
1738,10.07.22 01:23:41 AM,10.259,0.0
1739,10.07.22 02:23:41 AM,9.866,0.0
1740,10.07.22 03:23:41 AM,8.879,0.0
1741,10.07.22 04:23:41 AM,8.282,0.0
1742,10.07.22 05:23:41 AM,7.682,0.0
1743,10.07.22 06:23:41 AM,7.179,0.0
1744,10.07.22 07:23:41 AM,7.079,721.2
1745,10.07.22 08:23:41 AM,11.625,27555.7
1746,10.07.22 09:23:41 AM,16.046,35822.5
1747,10.07.22 10:23:41 AM,18.996,37200.2
1748,10.07.22 11:23:41 AM,20.329,37200.2
1749,10.07.22 12:23:41 PM,21.855,38578.0
1750,10.07.22 01:23:41 PM,23.581,42711.4
1751,10.07.22 02:23:41 PM,24.448,42711.4
1752,10.07.22 03:23:41 PM,23.677,41333.6
1753,10.07.22 04:23:41 PM,22.812,37200.2
1754,10.07.22 05:23:41 PM,20.710,30311.3
1755,10.07.22 06:23:41 PM,16.523,958.0
1756,10.07.22 07:23:41 PM,14.325,0.0
1757,10.07.22 08:23:41 PM,13.076,0.0
1758,10.07.22 09:23:41 PM,12.594,0.0
1759,10.07.22 10:23:41 PM,12.207,0.0
1760,10.07.22 11:23:41 PM,12.013,0.0
1761,10.08.22 12:23:41 AM,11.722,0.0
1762,10.08.22 01:23:41 AM,11.431,0.0
1763,10.08.22 02:23:41 AM,10.455,0.0
1764,10.08.22 03:23:41 AM,10.161,0.0
1765,10.08.22 04:23:41 AM,10.455,0.0
1766,10.08.22 05:23:41 AM,10.259,0.0
1767,10.08.22 06:23:41 AM,10.553,0.0
1768,10.08.22 07:23:41 AM,9.965,236.8
1769,10.08.22 08:23:41 AM,10.553,1636.1
1770,10.08.22 09:23:41 AM,12.787,8611.2
1771,10.08.22 10:23:41 AM,19.472,38578.0
1772,10.08.22 11:23:41 AM,19.853,17911.2
1773,10.08.22 12:23:41 PM,18.521,30311.3
1774,10.08.22 01:23:41 PM,15.855,5338.9
1775,10.08.22 02:23:41 PM,15.378,11022.3
1776,10.08.22 03:23:41 PM,19.187,44089.2
1777,10.08.22 04:23:41 PM,20.329,34444.7
1778,10.08.22 05:23:41 PM,14.996,2669.5
1779,10.08.22 06:23:41 PM,11.916,559.7
1780,10.08.22 07:23:41 PM,11.431,0.0
1781,10.08.22 08:23:41 PM,10.651,0.0
1782,10.08.22 09:23:41 PM,10.357,0.0
1783,10.08.22 10:23:41 PM,10.161,0.0
1784,10.08.22 11:23:41 PM,9.669,0.0
1785,10.09.22 12:23:41 AM,9.472,0.0
1786,10.09.22 01:23:41 AM,9.077,0.0
1787,10.09.22 02:23:41 AM,8.481,0.0
1788,10.09.22 03:23:41 AM,8.282,0.0
1789,10.09.22 04:23:41 AM,8.082,0.0
1790,10.09.22 05:23:41 AM,7.682,0.0
1791,10.09.22 06:23:41 AM,7.280,0.0
1792,10.09.22 07:23:41 AM,6.877,484.4
1793,10.09.22 08:23:41 AM,9.965,23422.4
1794,10.09.22 09:23:41 AM,16.046,30311.3
1795,10.09.22 10:23:41 AM,17.379,31689.1
1796,10.09.22 11:23:41 AM,20.901,37200.2
1797,10.09.22 12:23:41 PM,20.710,39955.8
1798,10.09.22 01:23:41 PM,22.046,44089.2
1799,10.09.22 02:23:41 PM,21.187,46844.8
1800,10.09.22 03:23:41 PM,17.950,6544.5
1801,10.09.22 04:23:41 PM,16.237,11711.2
1802,10.09.22 05:23:41 PM,18.045,10677.8
1803,10.09.22 06:23:41 PM,14.134,893.4
1804,10.09.22 07:23:41 PM,12.594,0.0
1805,10.09.22 08:23:41 PM,11.528,0.0
1806,10.09.22 09:23:41 PM,10.357,0.0
1807,10.09.22 10:23:41 PM,9.472,0.0
1808,10.09.22 11:23:41 PM,9.176,0.0
1809,10.10.22 12:23:41 AM,8.680,0.0
1810,10.10.22 01:23:41 AM,8.282,0.0
1811,10.10.22 02:23:41 AM,8.082,0.0
1812,10.10.22 03:23:41 AM,7.782,0.0
1813,10.10.22 04:23:41 AM,7.179,0.0
1814,10.10.22 05:23:41 AM,6.877,0.0
1815,10.10.22 06:23:41 AM,6.674,0.0
1816,10.10.22 07:23:41 AM,6.471,462.9
1817,10.10.22 08:23:41 AM,8.382,3616.7
1818,10.10.22 09:23:41 AM,12.787,26178.0
1819,10.10.22 10:23:41 AM,12.110,37200.2
1820,10.10.22 11:23:41 AM,17.950,38578.0
1821,10.10.22 12:23:41 PM,15.569,12400.1
1822,10.10.22 01:23:41 PM,20.615,41333.6
1823,10.10.22 02:23:41 PM,21.187,41333.6
1824,10.10.22 03:23:41 PM,19.853,12400.1
1825,10.10.22 04:23:41 PM,22.142,37200.2
1826,10.10.22 05:23:41 PM,18.901,16533.4
1827,10.10.22 06:23:41 PM,15.473,236.8
1828,10.10.22 07:23:41 PM,14.134,0.0
1829,10.10.22 08:23:41 PM,13.461,0.0
1830,10.10.22 09:23:41 PM,12.883,0.0
1831,10.10.22 10:23:41 PM,13.076,0.0
1832,10.10.22 11:23:41 PM,14.325,0.0
1833,10.11.22 12:23:41 AM,13.654,0.0
1834,10.11.22 01:23:41 AM,12.690,0.0
1835,10.11.22 02:23:41 AM,11.334,0.0
1836,10.11.22 03:23:41 AM,10.161,0.0
1837,10.11.22 04:23:41 AM,9.275,0.0
1838,10.11.22 05:23:41 AM,8.978,0.0
1839,10.11.22 06:23:41 AM,8.680,0.0
1840,10.11.22 07:23:41 AM,8.382,258.3
1841,10.11.22 08:23:41 AM,10.259,18600.1
1842,10.11.22 09:23:41 AM,15.473,33066.9
1843,10.11.22 10:23:41 AM,17.950,37200.2
1844,10.11.22 11:23:41 AM,19.662,37200.2
1845,10.11.22 12:23:41 PM,20.234,41333.6
1846,10.11.22 01:23:41 PM,20.615,46844.8
1847,10.11.22 02:23:41 PM,21.760,49600.3
1848,10.11.22 03:23:41 PM,18.045,8611.2
1849,10.11.22 04:23:41 PM,16.903,6200.0
1850,10.11.22 05:23:41 PM,16.999,21355.7
1851,10.11.22 06:23:41 PM,13.076,570.5
1852,10.11.22 07:23:41 PM,12.304,0.0
1853,10.11.22 08:23:41 PM,11.236,0.0
1854,10.11.22 09:23:41 PM,10.357,0.0
1855,10.11.22 10:23:41 PM,10.161,0.0
1856,10.11.22 11:23:41 PM,8.581,0.0
1857,10.12.22 12:23:41 AM,8.581,0.0
1858,10.12.22 01:23:41 AM,7.782,0.0
1859,10.12.22 02:23:41 AM,7.882,0.0
1860,10.12.22 03:23:41 AM,6.877,0.0
1861,10.12.22 04:23:41 AM,6.674,0.0
1862,10.12.22 05:23:41 AM,6.471,0.0
1863,10.12.22 06:23:41 AM,5.962,0.0
1864,10.12.22 07:23:41 AM,5.552,279.9
1865,10.12.22 08:23:41 AM,7.179,20666.8
1866,10.12.22 09:23:41 AM,16.046,33066.9
1867,10.12.22 10:23:41 AM,18.236,31689.1
1868,10.12.22 11:23:41 AM,20.043,37200.2
1869,10.12.22 12:23:41 PM,20.615,38578.0
1870,10.12.22 01:23:41 PM,21.664,44089.2
1871,10.12.22 02:23:41 PM,22.046,42711.4
1872,10.12.22 03:23:41 PM,21.664,39955.8
1873,10.12.22 04:23:41 PM,21.187,34444.7
1874,10.12.22 05:23:41 PM,18.236,22044.6
1875,10.12.22 06:23:41 PM,13.942,269.1
1876,10.12.22 07:23:41 PM,12.594,0.0
1877,10.12.22 08:23:41 PM,11.722,0.0
1878,10.12.22 09:23:41 PM,10.651,0.0
1879,10.12.22 10:23:41 PM,9.768,0.0
1880,10.12.22 11:23:41 PM,9.077,0.0
1881,10.13.22 12:23:41 AM,8.282,0.0
1882,10.13.22 01:23:41 AM,7.481,0.0
1883,10.13.22 02:23:41 AM,7.179,0.0
1884,10.13.22 03:23:41 AM,6.674,0.0
1885,10.13.22 04:23:41 AM,6.775,0.0
1886,10.13.22 05:23:41 AM,6.064,0.0
1887,10.13.22 06:23:41 AM,6.166,0.0
1888,10.13.22 07:23:41 AM,6.573,398.3
1889,10.13.22 08:23:41 AM,7.381,2411.1
1890,10.13.22 09:23:41 AM,9.077,9300.1
1891,10.13.22 10:23:41 AM,15.664,16533.4
1892,10.13.22 11:23:41 AM,15.187,11711.2
1893,10.13.22 12:23:41 PM,17.284,23422.4
1894,10.13.22 01:23:41 PM,18.236,24800.2
1895,10.13.22 02:23:41 PM,18.996,12400.1
1896,10.13.22 03:23:41 PM,17.379,6544.5
1897,10.13.22 04:23:41 PM,20.901,11022.3
1898,10.13.22 05:23:41 PM,16.618,2411.1
1899,10.13.22 06:23:41 PM,14.804,75.3
1900,10.13.22 07:23:41 PM,14.230,0.0
1901,10.13.22 08:23:41 PM,13.365,0.0
1902,10.13.22 09:23:41 PM,12.304,0.0
1903,10.13.22 10:23:41 PM,11.625,0.0
1904,10.13.22 11:23:41 PM,11.041,0.0
1905,10.14.22 12:23:41 AM,10.748,0.0
1906,10.14.22 01:23:41 AM,10.357,0.0
1907,10.14.22 02:23:41 AM,9.866,0.0
1908,10.14.22 03:23:41 AM,9.275,0.0
1909,10.14.22 04:23:41 AM,8.680,0.0
1910,10.14.22 05:23:41 AM,9.275,0.0
1911,10.14.22 06:23:41 AM,8.680,0.0
1912,10.14.22 07:23:41 AM,9.275,64.6
1913,10.14.22 08:23:41 AM,9.965,1722.2
1914,10.14.22 09:23:41 AM,11.236,4305.6
1915,10.14.22 10:23:41 AM,14.230,13777.9
1916,10.14.22 11:23:41 AM,19.187,31689.1
1917,10.14.22 12:23:41 PM,18.806,17911.2
1918,10.14.22 01:23:41 PM,18.331,17222.3
1919,10.14.22 02:23:41 PM,17.950,6200.0
1920,10.14.22 03:23:41 PM,19.948,24800.2
1921,10.14.22 04:23:41 PM,17.475,2755.6
1922,10.14.22 05:23:41 PM,16.999,1722.2
1923,10.14.22 06:23:41 PM,15.282,86.1
1924,10.14.22 07:23:41 PM,14.900,0.0
1925,10.14.22 08:23:41 PM,14.230,0.0
1926,10.14.22 09:23:41 PM,13.365,0.0
1927,10.14.22 10:23:41 PM,13.365,0.0
1928,10.14.22 11:23:41 PM,13.365,0.0
1929,10.15.22 12:23:41 AM,13.461,0.0
1930,10.15.22 01:23:41 AM,13.173,0.0
1931,10.15.22 02:23:41 AM,12.690,0.0
1932,10.15.22 03:23:41 AM,12.690,0.0
1933,10.15.22 04:23:41 AM,12.883,0.0
1934,10.15.22 05:23:41 AM,12.787,0.0
1935,10.15.22 06:23:41 AM,12.594,0.0
1936,10.15.22 07:23:41 AM,12.883,43.1
1937,10.15.22 08:23:41 AM,13.173,2238.9
1938,10.15.22 09:23:41 AM,14.517,3100.0
1939,10.15.22 10:23:41 AM,21.091,33066.9
1940,10.15.22 11:23:41 AM,18.045,5511.1
1941,10.15.22 12:23:41 PM,19.187,11022.3
1942,10.15.22 01:23:41 PM,19.948,12400.1
1943,10.15.22 02:23:41 PM,20.329,22044.6
1944,10.15.22 03:23:41 PM,18.996,6200.0
1945,10.15.22 04:23:41 PM,20.138,5511.1
1946,10.15.22 05:23:41 PM,18.331,4477.8
1947,10.15.22 06:23:41 PM,16.427,118.4
1948,10.15.22 07:23:41 PM,15.378,0.0
1949,10.15.22 08:23:41 PM,14.996,0.0
1950,10.15.22 09:23:41 PM,14.900,0.0
1951,10.15.22 10:23:41 PM,14.996,0.0
1952,10.15.22 11:23:41 PM,14.325,0.0
1953,10.16.22 12:23:41 AM,14.613,0.0
1954,10.16.22 01:23:41 AM,14.421,0.0
1955,10.16.22 02:23:41 AM,15.282,0.0
1956,10.16.22 03:23:41 AM,15.282,0.0
1957,10.16.22 04:23:41 AM,15.473,0.0
1958,10.16.22 05:23:41 AM,15.187,0.0
1959,10.16.22 06:23:41 AM,14.804,0.0
1960,10.16.22 07:23:41 AM,14.134,21.5
1961,10.16.22 08:23:41 AM,14.421,1980.6
1962,10.16.22 09:23:41 AM,16.618,5338.9
1963,10.16.22 10:23:41 AM,17.094,6200.0
1964,10.16.22 11:23:41 AM,19.377,11022.3
1965,10.16.22 12:23:41 PM,20.805,14466.8
1966,10.16.22 01:23:41 PM,23.966,17911.2
1967,10.16.22 02:23:41 PM,24.158,44089.2
1968,10.16.22 03:23:41 PM,25.805,42711.4
1969,10.16.22 04:23:41 PM,25.416,34444.7
1970,10.16.22 05:23:41 PM,22.238,10677.8
1971,10.16.22 06:23:41 PM,17.284,183.0
1972,10.16.22 07:23:41 PM,16.618,0.0
1973,10.16.22 08:23:41 PM,15.187,0.0
1974,10.16.22 09:23:41 PM,15.664,0.0
1975,10.16.22 10:23:41 PM,14.230,0.0
1976,10.16.22 11:23:41 PM,13.846,0.0
1977,10.17.22 12:23:41 AM,13.558,0.0
1978,10.17.22 01:23:41 AM,13.654,0.0
1979,10.17.22 02:23:41 AM,13.750,0.0
1980,10.17.22 03:23:41 AM,13.365,0.0
1981,10.17.22 04:23:41 AM,12.690,0.0
1982,10.17.22 05:23:41 AM,13.173,0.0
1983,10.17.22 06:23:41 AM,13.269,0.0
1984,10.17.22 07:23:41 AM,13.269,107.6
1985,10.17.22 08:23:41 AM,13.942,4133.4
1986,10.17.22 09:23:41 AM,17.950,17222.3
1987,10.17.22 10:23:41 AM,21.855,33066.9
1988,10.17.22 11:23:41 AM,24.738,24800.2
1989,10.17.22 12:23:41 PM,26.781,33066.9
1990,10.17.22 01:23:41 PM,28.456,35822.5
1991,10.17.22 02:23:41 PM,29.252,41333.6
1992,10.17.22 03:23:41 PM,27.862,24800.2
1993,10.17.22 04:23:41 PM,27.665,30311.3
1994,10.17.22 05:23:41 PM,24.738,7577.8
1995,10.17.22 06:23:41 PM,22.525,32.3
1996,10.17.22 07:23:41 PM,21.282,0.0
1997,10.17.22 08:23:41 PM,19.853,0.0
1998,10.17.22 09:23:41 PM,19.567,0.0
1999,10.17.22 10:23:41 PM,18.711,0.0
2000,10.17.22 11:23:41 PM,17.760,0.0
2001,10.18.22 12:23:41 AM,16.808,0.0
2002,10.18.22 01:23:41 AM,17.094,0.0
2003,10.18.22 02:23:41 AM,17.284,0.0
2004,10.18.22 03:23:41 AM,17.189,0.0
2005,10.18.22 04:23:41 AM,17.284,0.0
2006,10.18.22 05:23:41 AM,16.903,0.0
2007,10.18.22 06:23:41 AM,16.046,0.0
2008,10.18.22 07:23:41 AM,15.569,0.0
2009,10.18.22 08:23:41 AM,15.378,215.3
2010,10.18.22 09:23:41 AM,15.473,1463.9
2011,10.18.22 10:23:41 AM,15.569,1356.3
2012,10.18.22 11:23:41 AM,15.187,753.5
2013,10.18.22 12:23:41 PM,15.378,1259.4
2014,10.18.22 01:23:41 PM,15.473,2755.6
2015,10.18.22 02:23:41 PM,15.760,2755.6
2016,10.18.22 03:23:41 PM,16.141,3272.2
2017,10.18.22 04:23:41 PM,16.903,9300.1
2018,10.18.22 05:23:41 PM,17.665,13777.9
2019,10.18.22 06:23:41 PM,14.613,96.9
2020,10.18.22 07:23:41 PM,13.750,0.0
2021,10.18.22 08:23:41 PM,12.980,0.0
2022,10.18.22 09:23:41 PM,12.787,0.0
2023,10.18.22 10:23:41 PM,12.207,0.0
2024,10.18.22 11:23:41 PM,11.722,0.0
2025,10.19.22 12:23:41 AM,11.431,0.0
2026,10.19.22 01:23:41 AM,12.013,0.0
2027,10.19.22 02:23:41 AM,11.819,0.0
2028,10.19.22 03:23:41 AM,11.722,0.0
2029,10.19.22 04:23:41 AM,11.528,0.0
2030,10.19.22 05:23:41 AM,11.528,0.0
2031,10.19.22 06:23:41 AM,11.431,0.0
2032,10.19.22 07:23:41 AM,11.431,10.8
2033,10.19.22 08:23:41 AM,11.139,1237.9
2034,10.19.22 09:23:41 AM,12.304,4650.0
2035,10.19.22 10:23:41 AM,12.497,4822.3
2036,10.19.22 11:23:41 AM,14.134,11022.3
2037,10.19.22 12:23:41 PM,14.709,6200.0
2038,10.19.22 01:23:41 PM,20.519,46844.8
2039,10.19.22 02:23:41 PM,19.948,52355.9
2040,10.19.22 03:23:41 PM,15.569,5511.1
2041,10.19.22 04:23:41 PM,19.567,34444.7
2042,10.19.22 05:23:41 PM,16.141,20666.8
2043,10.19.22 06:23:41 PM,12.207,32.3
2044,10.19.22 07:23:41 PM,11.334,0.0
2045,10.19.22 08:23:41 PM,10.651,0.0
2046,10.19.22 09:23:41 PM,9.768,0.0
2047,10.19.22 10:23:41 PM,8.879,0.0
2048,10.19.22 11:23:41 PM,7.682,0.0
2049,10.20.22 12:23:41 AM,6.978,0.0
2050,10.20.22 01:23:41 AM,6.268,0.0
2051,10.20.22 02:23:41 AM,5.757,0.0
2052,10.20.22 03:23:41 AM,5.552,0.0
2053,10.20.22 04:23:41 AM,4.831,0.0
2054,10.20.22 05:23:41 AM,4.727,0.0
2055,10.20.22 06:23:41 AM,4.207,0.0
2056,10.20.22 07:23:41 AM,4.102,226.0
2057,10.20.22 08:23:41 AM,4.311,2238.9
2058,10.20.22 09:23:41 AM,9.965,33066.9
2059,10.20.22 10:23:41 AM,13.461,37200.2
2060,10.20.22 11:23:41 AM,14.325,33066.9
2061,10.20.22 12:23:41 PM,15.951,37200.2
2062,10.20.22 01:23:41 PM,17.760,42711.4
2063,10.20.22 02:23:41 PM,18.045,35822.5
2064,10.20.22 03:23:41 PM,18.140,33066.9
2065,10.20.22 04:23:41 PM,16.618,24800.2
2066,10.20.22 05:23:41 PM,13.942,4133.4
2067,10.20.22 06:23:41 PM,11.916,10.8
2068,10.20.22 07:23:41 PM,10.944,0.0
2069,10.20.22 08:23:41 PM,10.063,0.0
2070,10.20.22 09:23:41 PM,9.768,0.0
2071,10.20.22 10:23:41 PM,9.077,0.0
2072,10.20.22 11:23:41 PM,8.879,0.0
2073,10.21.22 12:23:41 AM,9.077,0.0
2074,10.21.22 01:23:41 AM,8.082,0.0
2075,10.21.22 02:23:41 AM,7.983,0.0
2076,10.21.22 03:23:41 AM,8.182,0.0
2077,10.21.22 04:23:41 AM,8.382,0.0
2078,10.21.22 05:23:41 AM,8.581,0.0
2079,10.21.22 06:23:41 AM,8.879,0.0
2080,10.21.22 07:23:41 AM,8.978,0.0
2081,10.21.22 08:23:41 AM,9.571,322.9
2082,10.21.22 09:23:41 AM,10.161,914.9
2083,10.21.22 10:23:41 AM,11.139,6544.5
2084,10.21.22 11:23:41 AM,13.558,14466.8
2085,10.21.22 12:23:41 PM,16.618,34444.7
2086,10.21.22 01:23:41 PM,17.094,14466.8
2087,10.21.22 02:23:41 PM,16.713,7233.4
2088,10.21.22 03:23:41 PM,16.046,4477.8
2089,10.21.22 04:23:41 PM,14.996,1894.5
2090,10.21.22 05:23:41 PM,14.517,710.4
2091,10.21.22 06:23:41 PM,14.134,0.0
2092,10.21.22 07:23:41 PM,14.134,0.0
2093,10.21.22 08:23:41 PM,14.038,0.0
2094,10.21.22 09:23:41 PM,14.134,0.0
2095,10.21.22 10:23:41 PM,14.134,0.0
2096,10.21.22 11:23:41 PM,13.942,0.0
2097,10.22.22 12:23:41 AM,13.942,0.0
2098,10.22.22 01:23:41 AM,13.942,0.0
2099,10.22.22 02:23:41 AM,13.750,0.0
2100,10.22.22 03:23:41 AM,13.654,0.0
2101,10.22.22 04:23:41 AM,13.365,0.0
2102,10.22.22 05:23:41 AM,13.076,0.0
2103,10.22.22 06:23:41 AM,13.076,0.0
