"Plot-Titel: KLG"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309858, SEN S/N: 21309858, LBL: °C)","Intensität, Lux (LGR S/N: 21309858, SEN S/N: 21309858, LBL: Lux)"
514,08.17.22 01:23:41 AM,23.196,0.0
515,08.17.22 02:23:41 AM,22.429,0.0
516,08.17.22 03:23:41 AM,21.760,0.0
517,08.17.22 04:23:41 AM,21.187,0.0
518,08.17.22 05:23:41 AM,20.996,0.0
519,08.17.22 06:23:41 AM,21.855,8266.7
520,08.17.22 07:23:41 AM,28.754,30311.3
521,08.17.22 08:23:41 AM,29.853,24800.2
522,08.17.22 09:23:41 AM,34.903,34444.7
523,08.17.22 10:23:41 AM,34.585,35822.5
524,08.17.22 11:23:41 AM,35.971,34444.7
525,08.17.22 12:23:41 PM,36.728,33066.9
526,08.17.22 01:23:41 PM,35.649,24800.2
527,08.17.22 02:23:41 PM,35.328,20666.8
528,08.17.22 03:23:41 PM,38.379,34444.7
529,08.17.22 04:23:41 PM,35.115,13777.9
530,08.17.22 05:23:41 PM,35.435,28933.5
531,08.17.22 06:23:41 PM,37.494,20666.8
532,08.17.22 07:23:41 PM,32.704,6200.0
533,08.17.22 08:23:41 PM,29.853,473.6
534,08.17.22 09:23:41 PM,28.456,0.0
535,08.17.22 10:23:41 PM,27.468,0.0
536,08.17.22 11:23:41 PM,26.585,0.0
537,08.18.22 12:23:41 AM,25.805,0.0
538,08.18.22 01:23:41 AM,25.125,0.0
539,08.18.22 02:23:41 AM,24.835,0.0
540,08.18.22 03:23:41 AM,24.062,0.0
541,08.18.22 04:23:41 AM,23.100,0.0
542,08.18.22 05:23:41 AM,22.142,0.0
543,08.18.22 06:23:41 AM,22.238,2325.0
544,08.18.22 07:23:41 AM,23.388,4133.4
545,08.18.22 08:23:41 AM,27.075,22044.6
546,08.18.22 09:23:41 AM,29.853,18600.1
547,08.18.22 10:23:41 AM,28.953,13089.0
548,08.18.22 11:23:41 AM,33.326,33066.9
549,08.18.22 12:23:41 PM,35.222,16533.4
550,08.18.22 01:23:41 PM,40.185,33066.9
551,08.18.22 02:23:41 PM,39.050,35822.5
552,08.18.22 03:23:41 PM,38.268,16533.4
553,08.18.22 04:23:41 PM,35.115,13777.9
554,08.18.22 05:23:41 PM,32.704,9300.1
555,08.18.22 06:23:41 PM,30.255,2411.1
556,08.18.22 07:23:41 PM,23.100,1044.1
557,08.18.22 08:23:41 PM,23.100,32.3
558,08.18.22 09:23:41 PM,23.004,0.0
559,08.18.22 10:23:41 PM,22.812,0.0
560,08.18.22 11:23:41 PM,20.996,0.0
561,08.19.22 12:23:41 AM,21.282,0.0
562,08.19.22 01:23:41 AM,21.091,0.0
563,08.19.22 02:23:41 AM,20.901,0.0
564,08.19.22 03:23:41 AM,20.615,0.0
565,08.19.22 04:23:41 AM,19.853,0.0
566,08.19.22 05:23:41 AM,19.758,0.0
567,08.19.22 06:23:41 AM,19.853,710.4
568,08.19.22 07:23:41 AM,22.525,24800.2
569,08.19.22 08:23:41 AM,22.142,7233.4
570,08.19.22 09:23:41 AM,23.100,7577.8
571,08.19.22 10:23:41 AM,23.484,6544.5
572,08.19.22 11:23:41 AM,24.931,15155.7
573,08.19.22 12:23:41 PM,25.028,8611.2
574,08.19.22 01:23:41 PM,24.255,8266.7
575,08.19.22 02:23:41 PM,25.125,14466.8
576,08.19.22 03:23:41 PM,25.708,10677.8
577,08.19.22 04:23:41 PM,25.222,6544.5
578,08.19.22 05:23:41 PM,23.869,2669.5
579,08.19.22 06:23:41 PM,22.908,1808.3
580,08.19.22 07:23:41 PM,22.525,1033.3
581,08.19.22 08:23:41 PM,21.664,10.8
582,08.19.22 09:23:41 PM,21.473,0.0
583,08.19.22 10:23:41 PM,21.378,0.0
584,08.19.22 11:23:41 PM,21.378,0.0
585,08.20.22 12:23:41 AM,20.901,0.0
586,08.20.22 01:23:41 AM,20.805,0.0
587,08.20.22 02:23:41 AM,20.424,0.0
588,08.20.22 03:23:41 AM,19.948,0.0
589,08.20.22 04:23:41 AM,19.758,0.0
590,08.20.22 05:23:41 AM,19.472,0.0
591,08.20.22 06:23:41 AM,19.853,484.4
592,08.20.22 07:23:41 AM,20.138,2238.9
593,08.20.22 08:23:41 AM,20.234,2411.1
594,08.20.22 09:23:41 AM,20.615,3272.2
595,08.20.22 10:23:41 AM,20.710,4650.0
596,08.20.22 11:23:41 AM,21.664,5166.7
597,08.20.22 12:23:41 PM,22.429,9300.1
598,08.20.22 01:23:41 PM,23.581,8266.7
599,08.20.22 02:23:41 PM,23.004,7233.4
600,08.20.22 03:23:41 PM,22.142,4305.6
601,08.20.22 04:23:41 PM,20.805,5511.1
602,08.20.22 05:23:41 PM,20.615,2927.8
603,08.20.22 06:23:41 PM,20.710,1270.1
604,08.20.22 07:23:41 PM,20.901,893.4
605,08.20.22 08:23:41 PM,20.615,129.2
606,08.20.22 09:23:41 PM,20.138,0.0
607,08.20.22 10:23:41 PM,19.948,0.0
608,08.20.22 11:23:41 PM,19.948,0.0
609,08.21.22 12:23:41 AM,19.853,0.0
610,08.21.22 01:23:41 AM,19.948,0.0
611,08.21.22 02:23:41 AM,19.758,0.0
612,08.21.22 03:23:41 AM,19.377,0.0
613,08.21.22 04:23:41 AM,18.616,0.0
614,08.21.22 05:23:41 AM,18.045,0.0
615,08.21.22 06:23:41 AM,17.760,549.0
616,08.21.22 07:23:41 AM,17.950,2755.6
617,08.21.22 08:23:41 AM,19.092,6544.5
618,08.21.22 09:23:41 AM,21.855,18600.1
619,08.21.22 10:23:41 AM,24.351,28933.5
620,08.21.22 11:23:41 AM,23.292,15844.5
621,08.21.22 12:23:41 PM,24.738,19977.9
622,08.21.22 01:23:41 PM,28.754,34444.7
623,08.21.22 02:23:41 PM,29.352,28933.5
624,08.21.22 03:23:41 PM,30.558,31689.1
625,08.21.22 04:23:41 PM,29.953,30311.3
626,08.21.22 05:23:41 PM,24.351,6200.0
627,08.21.22 06:23:41 PM,25.416,16533.4
628,08.21.22 07:23:41 PM,25.805,12400.1
629,08.21.22 08:23:41 PM,22.046,172.2
630,08.21.22 09:23:41 PM,20.996,0.0
631,08.21.22 10:23:41 PM,19.567,0.0
632,08.21.22 11:23:41 PM,18.806,0.0
633,08.22.22 12:23:41 AM,18.045,0.0
634,08.22.22 01:23:41 AM,18.140,0.0
635,08.22.22 02:23:41 AM,17.570,0.0
636,08.22.22 03:23:41 AM,16.523,0.0
637,08.22.22 04:23:41 AM,16.237,0.0
638,08.22.22 05:23:41 AM,16.332,0.0
639,08.22.22 06:23:41 AM,17.094,893.4
640,08.22.22 07:23:41 AM,18.045,8266.7
641,08.22.22 08:23:41 AM,24.545,30311.3
642,08.22.22 09:23:41 AM,24.738,17911.2
643,08.22.22 10:23:41 AM,24.738,20666.8
644,08.22.22 11:23:41 AM,25.708,20666.8
645,08.22.22 12:23:41 PM,27.272,26178.0
646,08.22.22 01:23:41 PM,27.961,26178.0
647,08.22.22 02:23:41 PM,27.764,22044.6
648,08.22.22 03:23:41 PM,27.468,22044.6
649,08.22.22 04:23:41 PM,25.416,11711.2
650,08.22.22 05:23:41 PM,26.292,15155.7
651,08.22.22 06:23:41 PM,24.351,5166.7
652,08.22.22 07:23:41 PM,22.429,1808.3
653,08.22.22 08:23:41 PM,21.187,107.6
654,08.22.22 09:23:41 PM,20.234,0.0
655,08.22.22 10:23:41 PM,20.043,0.0
656,08.22.22 11:23:41 PM,19.472,0.0
657,08.23.22 12:23:41 AM,19.092,0.0
658,08.23.22 01:23:41 AM,19.092,0.0
659,08.23.22 02:23:41 AM,18.711,0.0
660,08.23.22 03:23:41 AM,18.521,0.0
661,08.23.22 04:23:41 AM,18.426,0.0
662,08.23.22 05:23:41 AM,18.140,0.0
663,08.23.22 06:23:41 AM,18.140,559.7
664,08.23.22 07:23:41 AM,18.521,1722.2
665,08.23.22 08:23:41 AM,19.853,6200.0
666,08.23.22 09:23:41 AM,20.996,8266.7
667,08.23.22 10:23:41 AM,22.717,14466.8
668,08.23.22 11:23:41 AM,23.869,11711.2
669,08.23.22 12:23:41 PM,24.931,14466.8
670,08.23.22 01:23:41 PM,26.097,18600.1
671,08.23.22 02:23:41 PM,29.452,26178.0
672,08.23.22 03:23:41 PM,25.902,9644.5
673,08.23.22 04:23:41 PM,26.879,9300.1
674,08.23.22 05:23:41 PM,28.060,14466.8
675,08.23.22 06:23:41 PM,28.655,19977.9
676,08.23.22 07:23:41 PM,26.781,11711.2
677,08.23.22 08:23:41 PM,23.196,150.7
678,08.23.22 09:23:41 PM,22.142,0.0
679,08.23.22 10:23:41 PM,21.282,0.0
680,08.23.22 11:23:41 PM,20.519,0.0
681,08.24.22 12:23:41 AM,19.472,0.0
682,08.24.22 01:23:41 AM,18.996,0.0
683,08.24.22 02:23:41 AM,18.331,0.0
684,08.24.22 03:23:41 AM,17.760,0.0
685,08.24.22 04:23:41 AM,17.665,0.0
686,08.24.22 05:23:41 AM,17.665,0.0
687,08.24.22 06:23:41 AM,17.665,1259.4
688,08.24.22 07:23:41 AM,23.966,26178.0
689,08.24.22 08:23:41 AM,22.142,7233.4
690,08.24.22 09:23:41 AM,22.525,8266.7
691,08.24.22 10:23:41 AM,28.357,44089.2
692,08.24.22 11:23:41 AM,24.641,9300.1
693,08.24.22 12:23:41 PM,26.292,16533.4
694,08.24.22 01:23:41 PM,30.457,35822.5
695,08.24.22 02:23:41 PM,34.163,33066.9
696,08.24.22 03:23:41 PM,29.252,8266.7
697,08.24.22 04:23:41 PM,28.456,9300.1
698,08.24.22 05:23:41 PM,32.394,24800.2
699,08.24.22 06:23:41 PM,31.064,19289.0
700,08.24.22 07:23:41 PM,28.555,10677.8
701,08.24.22 08:23:41 PM,24.545,129.2
702,08.24.22 09:23:41 PM,23.388,0.0
703,08.24.22 10:23:41 PM,22.429,0.0
704,08.24.22 11:23:41 PM,21.664,0.0
705,08.25.22 12:23:41 AM,21.091,0.0
706,08.25.22 01:23:41 AM,20.519,0.0
707,08.25.22 02:23:41 AM,19.948,0.0
708,08.25.22 03:23:41 AM,19.567,0.0
709,08.25.22 04:23:41 AM,19.377,0.0
710,08.25.22 05:23:41 AM,18.806,0.0
711,08.25.22 06:23:41 AM,18.806,1324.0
712,08.25.22 07:23:41 AM,19.282,3961.1
713,08.25.22 08:23:41 AM,19.377,3616.7
714,08.25.22 09:23:41 AM,20.519,6200.0
715,08.25.22 10:23:41 AM,23.388,27555.7
716,08.25.22 11:23:41 AM,25.902,12400.1
717,08.25.22 12:23:41 PM,27.468,21355.7
718,08.25.22 01:23:41 PM,28.555,26178.0
719,08.25.22 02:23:41 PM,30.659,10333.4
720,08.25.22 03:23:41 PM,31.472,30311.3
721,08.25.22 04:23:41 PM,32.600,26178.0
722,08.25.22 05:23:41 PM,30.054,5511.1
723,08.25.22 06:23:41 PM,31.268,17222.3
724,08.25.22 07:23:41 PM,27.862,7233.4
725,08.25.22 08:23:41 PM,25.513,75.3
726,08.25.22 09:23:41 PM,24.448,0.0
727,08.25.22 10:23:41 PM,23.581,0.0
728,08.25.22 11:23:41 PM,23.292,0.0
729,08.26.22 12:23:41 AM,23.004,0.0
730,08.26.22 01:23:41 AM,22.908,0.0
731,08.26.22 02:23:41 AM,22.046,0.0
732,08.26.22 03:23:41 AM,22.046,0.0
733,08.26.22 04:23:41 AM,21.664,0.0
734,08.26.22 05:23:41 AM,21.664,0.0
735,08.26.22 06:23:41 AM,21.473,925.7
736,08.26.22 07:23:41 AM,23.869,11022.3
737,08.26.22 08:23:41 AM,27.272,30311.3
738,08.26.22 09:23:41 AM,29.953,37200.2
739,08.26.22 10:23:41 AM,32.807,39955.8
740,08.26.22 11:23:41 AM,31.880,20666.8
741,08.26.22 12:23:41 PM,34.058,34444.7
742,08.26.22 01:23:41 PM,30.054,6544.5
743,08.26.22 02:23:41 PM,22.333,2669.5
744,08.26.22 03:23:41 PM,20.424,301.4
745,08.26.22 04:23:41 PM,20.615,1205.6
746,08.26.22 05:23:41 PM,19.758,828.8
747,08.26.22 06:23:41 PM,19.853,366.0
748,08.26.22 07:23:41 PM,19.662,172.2
749,08.26.22 08:23:41 PM,19.662,0.0
750,08.26.22 09:23:41 PM,19.662,0.0
751,08.26.22 10:23:41 PM,19.567,0.0
752,08.26.22 11:23:41 PM,19.662,0.0
753,08.27.22 12:23:41 AM,19.187,0.0
754,08.27.22 01:23:41 AM,19.472,0.0
755,08.27.22 02:23:41 AM,19.282,0.0
756,08.27.22 03:23:41 AM,19.472,0.0
757,08.27.22 04:23:41 AM,19.662,0.0
758,08.27.22 05:23:41 AM,19.853,0.0
759,08.27.22 06:23:41 AM,19.472,53.8
760,08.27.22 07:23:41 AM,19.472,1033.3
761,08.27.22 08:23:41 AM,19.948,1550.0
762,08.27.22 09:23:41 AM,20.234,2411.1
763,08.27.22 10:23:41 AM,20.805,3272.2
764,08.27.22 11:23:41 AM,21.951,12400.1
765,08.27.22 12:23:41 PM,22.812,10333.4
766,08.27.22 01:23:41 PM,22.812,6544.5
767,08.27.22 02:23:41 PM,25.319,14466.8
768,08.27.22 03:23:41 PM,28.655,15155.7
769,08.27.22 04:23:41 PM,31.778,30311.3
770,08.27.22 05:23:41 PM,23.773,3272.2
771,08.27.22 06:23:41 PM,22.238,1980.6
772,08.27.22 07:23:41 PM,21.091,839.6
773,08.27.22 08:23:41 PM,20.615,21.5
774,08.27.22 09:23:41 PM,20.138,0.0
775,08.27.22 10:23:41 PM,19.853,0.0
776,08.27.22 11:23:41 PM,19.758,0.0
777,08.28.22 12:23:41 AM,19.092,0.0
778,08.28.22 01:23:41 AM,18.426,0.0
779,08.28.22 02:23:41 AM,17.855,0.0
780,08.28.22 03:23:41 AM,17.570,0.0
781,08.28.22 04:23:41 AM,17.760,0.0
782,08.28.22 05:23:41 AM,17.379,0.0
783,08.28.22 06:23:41 AM,16.903,107.6
784,08.28.22 07:23:41 AM,16.713,1636.1
785,08.28.22 08:23:41 AM,17.379,9644.5
786,08.28.22 09:23:41 AM,20.138,15155.7
787,08.28.22 10:23:41 AM,20.805,17911.2
788,08.28.22 11:23:41 AM,19.662,14466.8
789,08.28.22 12:23:41 PM,20.138,14466.8
790,08.28.22 01:23:41 PM,19.187,8266.7
791,08.28.22 02:23:41 PM,18.616,7577.8
792,08.28.22 03:23:41 PM,18.996,7233.4
793,08.28.22 04:23:41 PM,26.097,26178.0
794,08.28.22 05:23:41 PM,26.781,23422.4
795,08.28.22 06:23:41 PM,21.664,4133.4
796,08.28.22 07:23:41 PM,23.966,11022.3
797,08.28.22 08:23:41 PM,19.662,53.8
798,08.28.22 09:23:41 PM,18.901,0.0
799,08.28.22 10:23:41 PM,17.855,0.0
800,08.28.22 11:23:41 PM,16.999,0.0
801,08.29.22 12:23:41 AM,16.332,0.0
802,08.29.22 01:23:41 AM,15.951,0.0
803,08.29.22 02:23:41 AM,15.282,0.0
804,08.29.22 03:23:41 AM,14.325,0.0
805,08.29.22 04:23:41 AM,13.846,0.0
806,08.29.22 05:23:41 AM,13.654,0.0
807,08.29.22 06:23:41 AM,13.269,1011.8
808,08.29.22 07:23:41 AM,14.900,3272.2
809,08.29.22 08:23:41 AM,16.046,4305.6
810,08.29.22 09:23:41 AM,17.189,5166.7
811,08.29.22 10:23:41 AM,17.665,6544.5
812,08.29.22 11:23:41 AM,20.329,34444.7
813,08.29.22 12:23:41 PM,20.329,13089.0
814,08.29.22 01:23:41 PM,22.333,13777.9
815,08.29.22 02:23:41 PM,24.738,21355.7
816,08.29.22 03:23:41 PM,23.388,14466.8
817,08.29.22 04:23:41 PM,25.805,11022.3
818,08.29.22 05:23:41 PM,27.764,24800.2
819,08.29.22 06:23:41 PM,26.097,19977.9
820,08.29.22 07:23:41 PM,23.773,9644.5
821,08.29.22 08:23:41 PM,19.948,21.5
822,08.29.22 09:23:41 PM,18.996,0.0
823,08.29.22 10:23:41 PM,18.426,0.0
824,08.29.22 11:23:41 PM,17.284,0.0
825,08.30.22 12:23:41 AM,16.523,0.0
826,08.30.22 01:23:41 AM,16.427,0.0
827,08.30.22 02:23:41 AM,15.855,0.0
828,08.30.22 03:23:41 AM,15.760,0.0
829,08.30.22 04:23:41 AM,15.378,0.0
830,08.30.22 05:23:41 AM,15.187,0.0
831,08.30.22 06:23:41 AM,15.187,312.2
832,08.30.22 07:23:41 AM,15.664,1345.5
833,08.30.22 08:23:41 AM,17.760,7233.4
834,08.30.22 09:23:41 AM,19.282,11022.3
835,08.30.22 10:23:41 AM,20.234,9300.1
836,08.30.22 11:23:41 AM,22.621,19977.9
837,08.30.22 12:23:41 PM,22.046,14466.8
838,08.30.22 01:23:41 PM,24.835,30311.3
839,08.30.22 02:23:41 PM,27.173,23422.4
840,08.30.22 03:23:41 PM,24.062,10677.8
841,08.30.22 04:23:41 PM,23.196,12400.1
842,08.30.22 05:23:41 PM,21.951,8266.7
843,08.30.22 06:23:41 PM,23.869,8266.7
844,08.30.22 07:23:41 PM,20.138,1636.1
845,08.30.22 08:23:41 PM,18.996,21.5
846,08.30.22 09:23:41 PM,18.140,0.0
847,08.30.22 10:23:41 PM,17.284,0.0
848,08.30.22 11:23:41 PM,16.427,0.0
849,08.31.22 12:23:41 AM,15.951,0.0
850,08.31.22 01:23:41 AM,15.282,0.0
851,08.31.22 02:23:41 AM,14.613,0.0
852,08.31.22 03:23:41 AM,14.230,0.0
853,08.31.22 04:23:41 AM,14.517,0.0
854,08.31.22 05:23:41 AM,14.709,0.0
855,08.31.22 06:23:41 AM,14.325,764.2
856,08.31.22 07:23:41 AM,18.331,31689.1
857,08.31.22 08:23:41 AM,21.282,42711.4
858,08.31.22 09:23:41 AM,23.388,44089.2
859,08.31.22 10:23:41 AM,24.545,41333.6
860,08.31.22 11:23:41 AM,25.125,38578.0
861,08.31.22 12:23:41 PM,24.158,23422.4
862,08.31.22 01:23:41 PM,23.869,23422.4
863,08.31.22 02:23:41 PM,23.388,15155.7
864,08.31.22 03:23:41 PM,25.610,11711.2
865,08.31.22 04:23:41 PM,24.448,11022.3
866,08.31.22 05:23:41 PM,26.097,26178.0
867,08.31.22 06:23:41 PM,23.869,7233.4
868,08.31.22 07:23:41 PM,22.238,9300.1
869,08.31.22 08:23:41 PM,18.806,21.5
870,08.31.22 09:23:41 PM,18.045,0.0
871,08.31.22 10:23:41 PM,17.189,0.0
872,08.31.22 11:23:41 PM,16.903,0.0
873,09.01.22 12:23:41 AM,16.713,0.0
874,09.01.22 01:23:41 AM,16.332,0.0
875,09.01.22 02:23:41 AM,15.855,0.0
876,09.01.22 03:23:41 AM,15.664,0.0
877,09.01.22 04:23:41 AM,14.996,0.0
878,09.01.22 05:23:41 AM,13.942,0.0
879,09.01.22 06:23:41 AM,13.269,710.4
880,09.01.22 07:23:41 AM,17.475,34444.7
881,09.01.22 08:23:41 AM,20.615,44089.2
882,09.01.22 09:23:41 AM,23.388,44089.2
883,09.01.22 10:23:41 AM,23.292,39955.8
884,09.01.22 11:23:41 AM,24.835,38578.0
885,09.01.22 12:23:41 PM,21.473,14466.8
886,09.01.22 01:23:41 PM,25.028,13777.9
887,09.01.22 02:23:41 PM,22.812,11022.3
888,09.01.22 03:23:41 PM,24.255,18600.1
889,09.01.22 04:23:41 PM,23.773,18600.1
890,09.01.22 05:23:41 PM,24.351,8266.7
891,09.01.22 06:23:41 PM,24.641,13777.9
892,09.01.22 07:23:41 PM,21.855,10677.8
893,09.01.22 08:23:41 PM,18.045,10.8
894,09.01.22 09:23:41 PM,17.379,0.0
895,09.01.22 10:23:41 PM,16.427,0.0
896,09.01.22 11:23:41 PM,15.664,0.0
897,09.02.22 12:23:41 AM,15.091,0.0
898,09.02.22 01:23:41 AM,14.421,0.0
899,09.02.22 02:23:41 AM,14.230,0.0
900,09.02.22 03:23:41 AM,14.325,0.0
901,09.02.22 04:23:41 AM,13.750,0.0
902,09.02.22 05:23:41 AM,13.076,0.0
903,09.02.22 06:23:41 AM,12.594,258.3
904,09.02.22 07:23:41 AM,13.365,3272.2
905,09.02.22 08:23:41 AM,16.999,42711.4
906,09.02.22 09:23:41 AM,19.853,44089.2
907,09.02.22 10:23:41 AM,21.855,42711.4
908,09.02.22 11:23:41 AM,24.545,35822.5
909,09.02.22 12:23:41 PM,26.390,39955.8
910,09.02.22 01:23:41 PM,26.292,39955.8
911,09.02.22 02:23:41 PM,26.977,34444.7
912,09.02.22 03:23:41 PM,23.966,9644.5
913,09.02.22 04:23:41 PM,26.879,31689.1
914,09.02.22 05:23:41 PM,24.545,24800.2
915,09.02.22 06:23:41 PM,20.996,2755.6
916,09.02.22 07:23:41 PM,21.664,9300.1
917,09.02.22 08:23:41 PM,18.616,0.0
918,09.02.22 09:23:41 PM,17.475,0.0
919,09.02.22 10:23:41 PM,16.332,0.0
920,09.02.22 11:23:41 PM,15.569,0.0
921,09.03.22 12:23:41 AM,14.709,0.0
922,09.03.22 01:23:41 AM,13.942,0.0
923,09.03.22 02:23:41 AM,13.461,0.0
924,09.03.22 03:23:41 AM,12.980,0.0
925,09.03.22 04:23:41 AM,12.401,0.0
926,09.03.22 05:23:41 AM,12.013,0.0
927,09.03.22 06:23:41 AM,11.722,344.4
928,09.03.22 07:23:41 AM,15.569,31689.1
929,09.03.22 08:23:41 AM,15.187,44089.2
930,09.03.22 09:23:41 AM,16.046,10677.8
931,09.03.22 10:23:41 AM,20.043,24800.2
932,09.03.22 11:23:41 AM,23.196,34444.7
933,09.03.22 12:23:41 PM,25.125,35822.5
934,09.03.22 01:23:41 PM,25.319,26178.0
935,09.03.22 02:23:41 PM,24.255,14466.8
936,09.03.22 03:23:41 PM,23.484,9300.1
937,09.03.22 04:23:41 PM,25.125,9644.5
938,09.03.22 05:23:41 PM,24.641,20666.8
939,09.03.22 06:23:41 PM,22.238,6200.0
940,09.03.22 07:23:41 PM,22.046,4994.5
941,09.03.22 08:23:41 PM,19.567,0.0
942,09.03.22 09:23:41 PM,19.092,0.0
943,09.03.22 10:23:41 PM,18.616,0.0
944,09.03.22 11:23:41 PM,18.045,0.0
945,09.04.22 12:23:41 AM,17.475,0.0
946,09.04.22 01:23:41 AM,16.808,0.0
947,09.04.22 02:23:41 AM,16.046,0.0
948,09.04.22 03:23:41 AM,15.282,0.0
949,09.04.22 04:23:41 AM,14.804,0.0
950,09.04.22 05:23:41 AM,14.517,0.0
951,09.04.22 06:23:41 AM,13.942,409.0
952,09.04.22 07:23:41 AM,16.618,28933.5
953,09.04.22 08:23:41 AM,17.284,14466.8
954,09.04.22 09:23:41 AM,21.760,39955.8
955,09.04.22 10:23:41 AM,23.484,39955.8
956,09.04.22 11:23:41 AM,24.835,35822.5
957,09.04.22 12:23:41 PM,25.610,31689.1
958,09.04.22 01:23:41 PM,27.370,30311.3
959,09.04.22 02:23:41 PM,28.456,27555.7
960,09.04.22 03:23:41 PM,29.552,28933.5
961,09.04.22 04:23:41 PM,29.552,28933.5
962,09.04.22 05:23:41 PM,27.370,19289.0
963,09.04.22 06:23:41 PM,26.292,15155.7
964,09.04.22 07:23:41 PM,22.908,3444.5
965,09.04.22 08:23:41 PM,20.710,0.0
966,09.04.22 09:23:41 PM,19.758,0.0
967,09.04.22 10:23:41 PM,18.806,0.0
968,09.04.22 11:23:41 PM,17.760,0.0
969,09.05.22 12:23:41 AM,17.094,0.0
970,09.05.22 01:23:41 AM,16.523,0.0
971,09.05.22 02:23:41 AM,16.141,0.0
972,09.05.22 03:23:41 AM,15.473,0.0
973,09.05.22 04:23:41 AM,14.804,0.0
974,09.05.22 05:23:41 AM,14.421,0.0
975,09.05.22 06:23:41 AM,14.038,538.2
976,09.05.22 07:23:41 AM,16.713,20666.8
977,09.05.22 08:23:41 AM,18.616,37200.2
978,09.05.22 09:23:41 AM,20.043,28933.5
979,09.05.22 10:23:41 AM,22.142,17911.2
980,09.05.22 11:23:41 AM,23.869,34444.7
981,09.05.22 12:23:41 PM,26.292,33066.9
982,09.05.22 01:23:41 PM,26.781,28933.5
983,09.05.22 02:23:41 PM,28.060,28933.5
984,09.05.22 03:23:41 PM,28.953,30311.3
985,09.05.22 04:23:41 PM,26.195,27555.7
986,09.05.22 05:23:41 PM,27.567,21355.7
987,09.05.22 06:23:41 PM,26.292,17222.3
988,09.05.22 07:23:41 PM,22.525,1722.2
989,09.05.22 08:23:41 PM,20.615,0.0
990,09.05.22 09:23:41 PM,19.567,0.0
991,09.05.22 10:23:41 PM,18.711,0.0
992,09.05.22 11:23:41 PM,18.045,0.0
993,09.06.22 12:23:41 AM,17.189,0.0
994,09.06.22 01:23:41 AM,16.427,0.0
995,09.06.22 02:23:41 AM,15.760,0.0
996,09.06.22 03:23:41 AM,15.187,0.0
997,09.06.22 04:23:41 AM,14.804,0.0
998,09.06.22 05:23:41 AM,14.325,0.0
999,09.06.22 06:23:41 AM,13.942,376.7
1000,09.06.22 07:23:41 AM,15.951,22044.6
1001,09.06.22 08:23:41 AM,17.950,28933.5
1002,09.06.22 09:23:41 AM,20.615,41333.6
1003,09.06.22 10:23:41 AM,20.043,18600.1
1004,09.06.22 11:23:41 AM,21.760,22044.6
1005,09.06.22 12:23:41 PM,21.664,13089.0
1006,09.06.22 01:23:41 PM,24.351,23422.4
1007,09.06.22 02:23:41 PM,22.812,11022.3
1008,09.06.22 03:23:41 PM,24.158,13777.9
1009,09.06.22 04:23:41 PM,24.351,13089.0
1010,09.06.22 05:23:41 PM,24.351,9300.1
1011,09.06.22 06:23:41 PM,22.238,2927.8
1012,09.06.22 07:23:41 PM,21.091,409.0
1013,09.06.22 08:23:41 PM,20.329,0.0
1014,09.06.22 09:23:41 PM,19.472,0.0
1015,09.06.22 10:23:41 PM,18.996,0.0
1016,09.06.22 11:23:41 PM,18.426,0.0
1017,09.07.22 12:23:41 AM,18.426,0.0
1018,09.07.22 01:23:41 AM,17.760,0.0
1019,09.07.22 02:23:41 AM,17.094,0.0
1020,09.07.22 03:23:41 AM,16.046,0.0
1021,09.07.22 04:23:41 AM,15.569,0.0
1022,09.07.22 05:23:41 AM,14.900,0.0
1023,09.07.22 06:23:41 AM,14.517,366.0
1024,09.07.22 07:23:41 AM,16.141,13777.9
1025,09.07.22 08:23:41 AM,20.043,39955.8
1026,09.07.22 09:23:41 AM,19.377,24800.2
1027,09.07.22 10:23:41 AM,25.319,39955.8
1028,09.07.22 11:23:41 AM,25.708,34444.7
1029,09.07.22 12:23:41 PM,26.683,21355.7
1030,09.07.22 01:23:41 PM,25.513,15155.7
1031,09.07.22 02:23:41 PM,29.053,31689.1
1032,09.07.22 03:23:41 PM,25.610,9300.1
1033,09.07.22 04:23:41 PM,26.488,8266.7
1034,09.07.22 05:23:41 PM,29.953,20666.8
1035,09.07.22 06:23:41 PM,25.319,1550.0
1036,09.07.22 07:23:41 PM,24.255,387.5
1037,09.07.22 08:23:41 PM,20.901,0.0
1038,09.07.22 09:23:41 PM,20.615,0.0
1039,09.07.22 10:23:41 PM,20.805,0.0
1040,09.07.22 11:23:41 PM,19.853,0.0
1041,09.08.22 12:23:41 AM,19.092,0.0
1042,09.08.22 01:23:41 AM,18.236,0.0
1043,09.08.22 02:23:41 AM,17.760,0.0
1044,09.08.22 03:23:41 AM,17.189,0.0
1045,09.08.22 04:23:41 AM,16.713,0.0
1046,09.08.22 05:23:41 AM,16.237,0.0
1047,09.08.22 06:23:41 AM,15.569,107.6
1048,09.08.22 07:23:41 AM,15.855,2497.2
1049,09.08.22 08:23:41 AM,16.427,3961.1
1050,09.08.22 09:23:41 AM,17.284,6200.0
1051,09.08.22 10:23:41 AM,18.045,4477.8
1052,09.08.22 11:23:41 AM,18.045,6200.0
1053,09.08.22 12:23:41 PM,18.140,1324.0
1054,09.08.22 01:23:41 PM,15.855,2927.8
