"Plot-Titel: GAS_TS_2"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309864, SEN S/N: 21309864)","Intensität, Lux (LGR S/N: 21309864, SEN S/N: 21309864)"
3266,08.21.22 10:39:09 AM,25.513,20666.8
3267,08.21.22 11:09:09 AM,23.966,15155.7
3268,08.21.22 11:39:09 AM,23.581,15155.7
3269,08.21.22 12:09:09 PM,25.416,21355.7
3270,08.21.22 12:39:09 PM,27.272,24800.2
3271,08.21.22 01:09:09 PM,28.754,39955.8
3272,08.21.22 01:39:09 PM,29.853,20666.8
3273,08.21.22 02:09:09 PM,29.853,28933.5
3274,08.21.22 02:39:09 PM,31.880,37200.2
3275,08.21.22 03:09:09 PM,31.574,35822.5
3276,08.21.22 03:39:09 PM,28.754,13089.0
3277,08.21.22 04:09:09 PM,28.853,22044.6
3278,08.21.22 04:39:09 PM,27.075,14466.8
3279,08.21.22 05:09:09 PM,25.125,5338.9
3280,08.21.22 05:39:09 PM,26.000,5511.1
3281,08.21.22 06:09:09 PM,25.028,8611.2
3282,08.21.22 06:39:09 PM,23.484,3100.0
3283,08.21.22 07:09:09 PM,23.292,3788.9
3284,08.21.22 07:39:09 PM,23.004,3272.2
3285,08.21.22 08:09:09 PM,20.234,742.7
3286,08.21.22 08:39:09 PM,17.760,21.5
3287,08.21.22 09:09:09 PM,16.141,0.0
3288,08.21.22 09:39:09 PM,15.378,0.0
3289,08.21.22 10:09:09 PM,14.804,0.0
3290,08.21.22 10:39:09 PM,14.613,0.0
3291,08.21.22 11:09:09 PM,14.230,0.0
3292,08.21.22 11:39:09 PM,13.846,0.0
3293,08.22.22 12:09:09 AM,13.461,0.0
3294,08.22.22 12:39:09 AM,13.365,0.0
3295,08.22.22 01:09:09 AM,13.076,0.0
3296,08.22.22 01:39:09 AM,13.269,0.0
3297,08.22.22 02:09:09 AM,13.750,0.0
3298,08.22.22 02:39:09 AM,13.365,0.0
3299,08.22.22 03:09:09 AM,12.883,0.0
3300,08.22.22 03:39:09 AM,12.594,0.0
3301,08.22.22 04:09:09 AM,12.304,0.0
3302,08.22.22 04:39:09 AM,12.110,0.0
3303,08.22.22 05:09:09 AM,12.110,0.0
3304,08.22.22 05:39:09 AM,12.304,0.0
3305,08.22.22 06:09:09 AM,12.497,172.2
3306,08.22.22 06:39:09 AM,12.690,1324.0
3307,08.22.22 07:09:09 AM,13.558,2152.8
3308,08.22.22 07:39:09 AM,14.804,4305.6
3309,08.22.22 08:09:09 AM,16.713,5511.1
3310,08.22.22 08:39:09 AM,22.046,13777.9
3311,08.22.22 09:09:09 AM,24.351,15844.5
3312,08.22.22 09:39:09 AM,24.545,14466.8
3313,08.22.22 10:09:09 AM,27.075,23422.4
3314,08.22.22 10:39:09 AM,29.452,26178.0
3315,08.22.22 11:09:09 AM,28.258,21355.7
3316,08.22.22 11:39:09 AM,28.357,22044.6
3317,08.22.22 12:09:09 PM,28.853,23422.4
3318,08.22.22 12:39:09 PM,30.457,33066.9
3319,08.22.22 01:09:09 PM,30.356,26178.0
3320,08.22.22 01:39:09 PM,31.064,24800.2
3321,08.22.22 02:09:09 PM,28.754,18600.1
3322,08.22.22 02:39:09 PM,28.456,13089.0
3323,08.22.22 03:09:09 PM,29.652,19977.9
3324,08.22.22 03:39:09 PM,27.567,12400.1
3325,08.22.22 04:09:09 PM,26.000,10333.4
3326,08.22.22 04:39:09 PM,26.097,10677.8
3327,08.22.22 05:09:09 PM,26.097,10333.4
3328,08.22.22 05:39:09 PM,25.610,9300.1
3329,08.22.22 06:09:09 PM,25.125,4822.3
3330,08.22.22 06:39:09 PM,23.388,1722.2
3331,08.22.22 07:09:09 PM,22.046,1194.8
3332,08.22.22 07:39:09 PM,21.664,1248.6
3333,08.22.22 08:09:09 PM,20.996,592.0
3334,08.22.22 08:39:09 PM,20.615,0.0
3335,08.22.22 09:09:09 PM,19.853,0.0
3336,08.22.22 09:39:09 PM,19.187,0.0
3337,08.22.22 10:09:09 PM,18.711,0.0
3338,08.22.22 10:39:09 PM,18.901,0.0
3339,08.22.22 11:09:09 PM,18.616,0.0
3340,08.22.22 11:39:09 PM,18.711,0.0
3341,08.23.22 12:09:09 AM,18.236,0.0
3342,08.23.22 12:39:09 AM,18.331,0.0
3343,08.23.22 01:09:09 AM,18.140,0.0
3344,08.23.22 01:39:09 AM,18.045,0.0
3345,08.23.22 02:09:09 AM,17.950,0.0
3346,08.23.22 02:39:09 AM,18.140,0.0
3347,08.23.22 03:09:09 AM,18.140,0.0
3348,08.23.22 03:39:09 AM,18.045,0.0
3349,08.23.22 04:09:09 AM,17.760,0.0
3350,08.23.22 04:39:09 AM,17.950,0.0
3351,08.23.22 05:09:09 AM,17.760,0.0
3352,08.23.22 05:39:09 AM,17.665,0.0
3353,08.23.22 06:09:09 AM,17.760,107.6
3354,08.23.22 06:39:09 AM,18.045,355.2
3355,08.23.22 07:09:09 AM,18.140,850.4
3356,08.23.22 07:39:09 AM,18.426,2152.8
3357,08.23.22 08:09:09 AM,20.138,6200.0
3358,08.23.22 08:39:09 AM,20.805,5338.9
3359,08.23.22 09:09:09 AM,21.855,8266.7
3360,08.23.22 09:39:09 AM,22.429,9644.5
3361,08.23.22 10:09:09 AM,24.351,10677.8
3362,08.23.22 10:39:09 AM,24.738,13777.9
3363,08.23.22 11:09:09 AM,25.902,12400.1
3364,08.23.22 11:39:09 AM,27.370,15155.7
3365,08.23.22 12:09:09 PM,26.977,15155.7
3366,08.23.22 12:39:09 PM,27.961,21355.7
3367,08.23.22 01:09:09 PM,29.452,19289.0
3368,08.23.22 01:39:09 PM,31.268,28933.5
3369,08.23.22 02:09:09 PM,31.064,11711.2
3370,08.23.22 02:39:09 PM,33.014,39955.8
3371,08.23.22 03:09:09 PM,34.585,38578.0
3372,08.23.22 03:39:09 PM,31.472,28933.5
3373,08.23.22 04:09:09 PM,30.862,9644.5
3374,08.23.22 04:39:09 PM,28.060,8611.2
3375,08.23.22 05:09:09 PM,26.488,4822.3
3376,08.23.22 05:39:09 PM,26.683,4822.3
3377,08.23.22 06:09:09 PM,30.862,19289.0
3378,08.23.22 06:39:09 PM,26.292,1722.2
3379,08.23.22 07:09:09 PM,23.677,1377.8
3380,08.23.22 07:39:09 PM,23.869,1808.3
3381,08.23.22 08:09:09 PM,21.664,387.5
3382,08.23.22 08:39:09 PM,20.519,10.8
3383,08.23.22 09:09:09 PM,20.138,0.0
3384,08.23.22 09:39:09 PM,19.758,0.0
3385,08.23.22 10:09:09 PM,19.092,0.0
3386,08.23.22 10:39:09 PM,18.806,0.0
3387,08.23.22 11:09:09 PM,18.426,0.0
3388,08.23.22 11:39:09 PM,18.331,0.0
3389,08.24.22 12:09:09 AM,17.475,0.0
3390,08.24.22 12:39:09 AM,16.618,0.0
3391,08.24.22 01:09:09 AM,16.141,0.0
3392,08.24.22 01:39:09 AM,16.141,0.0
3393,08.24.22 02:09:09 AM,15.855,0.0
3394,08.24.22 02:39:09 AM,15.855,0.0
3395,08.24.22 03:09:09 AM,15.569,0.0
3396,08.24.22 03:39:09 AM,15.187,0.0
3397,08.24.22 04:09:09 AM,15.282,0.0
3398,08.24.22 04:39:09 AM,17.094,0.0
3399,08.24.22 05:09:09 AM,16.903,0.0
3400,08.24.22 05:39:09 AM,15.951,0.0
3401,08.24.22 06:09:09 AM,15.378,183.0
3402,08.24.22 06:39:09 AM,15.378,968.8
3403,08.24.22 07:09:09 AM,15.855,1894.5
3404,08.24.22 07:39:09 AM,17.284,3961.1
3405,08.24.22 08:09:09 AM,19.662,7233.4
3406,08.24.22 08:39:09 AM,20.424,4477.8
3407,08.24.22 09:09:09 AM,20.901,3788.9
3408,08.24.22 09:39:09 AM,23.004,10677.8
3409,08.24.22 10:09:09 AM,23.869,15155.7
3410,08.24.22 10:39:09 AM,29.552,42711.4
3411,08.24.22 11:09:09 AM,26.000,12400.1
3412,08.24.22 11:39:09 AM,25.805,13089.0
3413,08.24.22 12:09:09 PM,27.665,16533.4
3414,08.24.22 12:39:09 PM,31.472,46844.8
3415,08.24.22 01:09:09 PM,31.880,11711.2
3416,08.24.22 01:39:09 PM,31.268,38578.0
3417,08.24.22 02:09:09 PM,31.983,20666.8
3418,08.24.22 02:39:09 PM,34.903,34444.7
3419,08.24.22 03:09:09 PM,30.862,5166.7
3420,08.24.22 03:39:09 PM,32.704,26178.0
3421,08.24.22 04:09:09 PM,27.961,5511.1
3422,08.24.22 04:39:09 PM,30.457,6544.5
3423,08.24.22 05:09:09 PM,30.760,18600.1
3424,08.24.22 05:39:09 PM,33.326,22044.6
3425,08.24.22 06:09:09 PM,29.752,3272.2
3426,08.24.22 06:39:09 PM,27.665,1894.5
3427,08.24.22 07:09:09 PM,26.488,3616.7
3428,08.24.22 07:39:09 PM,26.683,4477.8
3429,08.24.22 08:09:09 PM,24.255,409.0
3430,08.24.22 08:39:09 PM,23.004,10.8
3431,08.24.22 09:09:09 PM,22.142,0.0
3432,08.24.22 09:39:09 PM,21.378,0.0
3433,08.24.22 10:09:09 PM,21.378,0.0
3434,08.24.22 10:39:09 PM,20.805,0.0
3435,08.24.22 11:09:09 PM,20.710,0.0
3436,08.24.22 11:39:09 PM,20.519,0.0
3437,08.25.22 12:09:09 AM,20.138,0.0
3438,08.25.22 12:39:09 AM,19.853,0.0
3439,08.25.22 01:09:09 AM,19.187,0.0
3440,08.25.22 01:39:09 AM,18.521,0.0
3441,08.25.22 02:09:09 AM,18.426,0.0
3442,08.25.22 02:39:09 AM,18.236,0.0
3443,08.25.22 03:09:09 AM,17.950,0.0
3444,08.25.22 03:39:09 AM,17.950,0.0
3445,08.25.22 04:09:09 AM,17.760,0.0
3446,08.25.22 04:39:09 AM,17.665,0.0
3447,08.25.22 05:09:09 AM,17.570,0.0
3448,08.25.22 05:39:09 AM,17.665,0.0
3449,08.25.22 06:09:09 AM,17.665,172.2
3450,08.25.22 06:39:09 AM,17.855,1065.6
3451,08.25.22 07:09:09 AM,18.236,2411.1
3452,08.25.22 07:39:09 AM,19.092,3444.5
3453,08.25.22 08:09:09 AM,20.138,3788.9
3454,08.25.22 08:39:09 AM,20.996,4650.0
3455,08.25.22 09:09:09 AM,21.378,5166.7
3456,08.25.22 09:39:09 AM,22.238,6544.5
3457,08.25.22 10:09:09 AM,24.255,8266.7
3458,08.25.22 10:39:09 AM,25.902,15844.5
3459,08.25.22 11:09:09 AM,34.163,42711.4
3460,08.25.22 11:39:09 AM,31.880,11022.3
3461,08.25.22 12:09:09 PM,34.585,38578.0
3462,08.25.22 12:39:09 PM,30.760,14466.8
3463,08.25.22 01:09:09 PM,32.394,11711.2
3464,08.25.22 01:39:09 PM,31.166,41333.6
3465,08.25.22 02:09:09 PM,31.574,9300.1
3466,08.25.22 02:39:09 PM,30.154,6544.5
3467,08.25.22 03:09:09 PM,34.268,33066.9
3468,08.25.22 03:39:09 PM,33.953,23422.4
3469,08.25.22 04:09:09 PM,32.394,6544.5
3470,08.25.22 04:39:09 PM,30.963,16533.4
3471,08.25.22 05:09:09 PM,32.188,19289.0
3472,08.25.22 05:39:09 PM,34.374,16533.4
3473,08.25.22 06:09:09 PM,32.497,18600.1
3474,08.25.22 06:39:09 PM,30.862,9300.1
3475,08.25.22 07:09:09 PM,27.468,2325.0
3476,08.25.22 07:39:09 PM,26.292,2583.4
3477,08.25.22 08:09:09 PM,24.738,172.2
3478,08.25.22 08:39:09 PM,23.100,0.0
3479,08.25.22 09:09:09 PM,22.238,0.0
3480,08.25.22 09:39:09 PM,21.187,0.0
3481,08.25.22 10:09:09 PM,20.424,0.0
3482,08.25.22 10:39:09 PM,19.948,0.0
3483,08.25.22 11:09:09 PM,19.472,0.0
3484,08.25.22 11:39:09 PM,19.187,0.0
3485,08.26.22 12:09:09 AM,19.092,0.0
3486,08.26.22 12:39:09 AM,19.662,0.0
3487,08.26.22 01:09:09 AM,20.138,0.0
3488,08.26.22 01:39:09 AM,20.138,0.0
3489,08.26.22 02:09:09 AM,19.853,0.0
3490,08.26.22 02:39:09 AM,19.282,0.0
3491,08.26.22 03:09:09 AM,18.996,0.0
3492,08.26.22 03:39:09 AM,19.853,0.0
3493,08.26.22 04:09:09 AM,19.282,0.0
3494,08.26.22 04:39:09 AM,18.806,0.0
3495,08.26.22 05:09:09 AM,18.616,0.0
3496,08.26.22 05:39:09 AM,18.711,0.0
3497,08.26.22 06:09:09 AM,18.616,139.9
3498,08.26.22 06:39:09 AM,19.282,850.4
3499,08.26.22 07:09:09 AM,21.091,2755.6
3500,08.26.22 07:39:09 AM,22.525,5166.7
3501,08.26.22 08:09:09 AM,25.513,10677.8
3502,08.26.22 08:39:09 AM,27.272,5166.7
3503,08.26.22 09:09:09 AM,29.853,26178.0
3504,08.26.22 09:39:09 AM,33.014,30311.3
3505,08.26.22 10:09:09 AM,31.983,23422.4
3506,08.26.22 10:39:09 AM,32.086,33066.9
3507,08.26.22 11:09:09 AM,34.268,15844.5
3508,08.26.22 11:39:09 AM,33.639,23422.4
3509,08.26.22 12:09:09 PM,36.187,38578.0
3510,08.26.22 12:39:09 PM,33.535,11022.3
3511,08.26.22 01:09:09 PM,35.971,11711.2
3512,08.26.22 01:39:09 PM,30.457,6544.5
3513,08.26.22 02:09:09 PM,26.097,3100.0
3514,08.26.22 02:39:09 PM,23.581,2497.2
3515,08.26.22 03:09:09 PM,21.664,1076.4
3516,08.26.22 03:39:09 PM,20.615,990.3
3517,08.26.22 04:09:09 PM,20.710,2325.0
3518,08.26.22 04:39:09 PM,20.234,322.9
3519,08.26.22 05:09:09 PM,19.282,462.9
3520,08.26.22 05:39:09 PM,19.758,656.6
3521,08.26.22 06:09:09 PM,19.758,441.3
3522,08.26.22 06:39:09 PM,19.758,452.1
3523,08.26.22 07:09:09 PM,19.567,258.3
3524,08.26.22 07:39:09 PM,19.567,161.5
3525,08.26.22 08:09:09 PM,19.377,21.5
3526,08.26.22 08:39:09 PM,19.282,0.0
3527,08.26.22 09:09:09 PM,19.377,0.0
3528,08.26.22 09:39:09 PM,19.377,0.0
3529,08.26.22 10:09:09 PM,19.472,0.0
3530,08.26.22 10:39:09 PM,19.282,0.0
3531,08.26.22 11:09:09 PM,19.187,0.0
3532,08.26.22 11:39:09 PM,19.187,0.0
3533,08.27.22 12:09:09 AM,18.996,0.0
3534,08.27.22 12:39:09 AM,18.996,0.0
3535,08.27.22 01:09:09 AM,18.996,0.0
3536,08.27.22 01:39:09 AM,18.996,0.0
3537,08.27.22 02:09:09 AM,18.901,0.0
3538,08.27.22 02:39:09 AM,19.092,0.0
3539,08.27.22 03:09:09 AM,19.092,0.0
3540,08.27.22 03:39:09 AM,19.282,0.0
3541,08.27.22 04:09:09 AM,19.377,0.0
3542,08.27.22 04:39:09 AM,19.472,0.0
3543,08.27.22 05:09:09 AM,19.567,0.0
3544,08.27.22 05:39:09 AM,19.567,0.0
3545,08.27.22 06:09:09 AM,19.282,10.8
3546,08.27.22 06:39:09 AM,19.282,107.6
3547,08.27.22 07:09:09 AM,19.377,430.6
3548,08.27.22 07:39:09 AM,19.472,1119.5
3549,08.27.22 08:09:09 AM,19.567,1377.8
3550,08.27.22 08:39:09 AM,19.758,2066.7
3551,08.27.22 09:09:09 AM,19.758,1894.5
3552,08.27.22 09:39:09 AM,20.043,1636.1
3553,08.27.22 10:09:09 AM,20.424,3100.0
3554,08.27.22 10:39:09 AM,21.282,4650.0
3555,08.27.22 11:09:09 AM,20.996,3444.5
3556,08.27.22 11:39:09 AM,22.908,15844.5
3557,08.27.22 12:09:09 PM,23.484,9644.5
3558,08.27.22 12:39:09 PM,24.931,9644.5
3559,08.27.22 01:09:09 PM,24.255,6200.0
3560,08.27.22 01:39:09 PM,23.196,3788.9
3561,08.27.22 02:09:09 PM,22.908,1722.2
3562,08.27.22 02:39:09 PM,23.292,7577.8
3563,08.27.22 03:09:09 PM,25.513,6200.0
3564,08.27.22 03:39:09 PM,28.953,24800.2
3565,08.27.22 04:09:09 PM,26.879,17911.2
3566,08.27.22 04:39:09 PM,24.738,5338.9
3567,08.27.22 05:09:09 PM,23.581,3100.0
3568,08.27.22 05:39:09 PM,22.908,2325.0
3569,08.27.22 06:09:09 PM,22.812,2152.8
3570,08.27.22 06:39:09 PM,22.238,1550.0
3571,08.27.22 07:09:09 PM,21.473,968.8
3572,08.27.22 07:39:09 PM,20.901,301.4
3573,08.27.22 08:09:09 PM,20.710,10.8
3574,08.27.22 08:39:09 PM,20.424,0.0
3575,08.27.22 09:09:09 PM,20.138,0.0
3576,08.27.22 09:39:09 PM,20.043,0.0
3577,08.27.22 10:09:09 PM,19.853,0.0
3578,08.27.22 10:39:09 PM,19.853,0.0
3579,08.27.22 11:09:09 PM,19.853,0.0
3580,08.27.22 11:39:09 PM,19.282,0.0
3581,08.28.22 12:09:09 AM,18.996,0.0
3582,08.28.22 12:39:09 AM,18.711,0.0
3583,08.28.22 01:09:09 AM,18.521,0.0
3584,08.28.22 01:39:09 AM,18.140,0.0
3585,08.28.22 02:09:09 AM,17.855,0.0
3586,08.28.22 02:39:09 AM,17.570,0.0
3587,08.28.22 03:09:09 AM,17.379,0.0
3588,08.28.22 03:39:09 AM,17.570,0.0
3589,08.28.22 04:09:09 AM,17.855,0.0
3590,08.28.22 04:39:09 AM,17.760,0.0
3591,08.28.22 05:09:09 AM,17.094,0.0
3592,08.28.22 05:39:09 AM,16.808,0.0
3593,08.28.22 06:09:09 AM,16.713,21.5
3594,08.28.22 06:39:09 AM,16.523,215.3
3595,08.28.22 07:09:09 AM,16.523,839.6
3596,08.28.22 07:39:09 AM,16.618,1550.0
3597,08.28.22 08:09:09 AM,16.808,5511.1
3598,08.28.22 08:39:09 AM,20.043,14466.8
3599,08.28.22 09:09:09 AM,18.521,12400.1
3600,08.28.22 09:39:09 AM,21.664,13089.0
3601,08.28.22 10:09:09 AM,19.948,11022.3
3602,08.28.22 10:39:09 AM,20.519,13089.0
3603,08.28.22 11:09:09 AM,20.519,12400.1
3604,08.28.22 11:39:09 AM,20.424,13089.0
3605,08.28.22 12:09:09 PM,20.329,12400.1
3606,08.28.22 12:39:09 PM,19.092,8611.2
3607,08.28.22 01:09:09 PM,18.140,6200.0
3608,08.28.22 01:39:09 PM,18.045,5166.7
3609,08.28.22 02:09:09 PM,18.426,6544.5
3610,08.28.22 02:39:09 PM,18.901,6544.5
3611,08.28.22 03:09:09 PM,20.043,8611.2
3612,08.28.22 03:39:09 PM,23.292,22044.6
3613,08.28.22 04:09:09 PM,23.869,9644.5
3614,08.28.22 04:39:09 PM,23.869,14466.8
3615,08.28.22 05:09:09 PM,26.097,22044.6
3616,08.28.22 05:39:09 PM,27.567,4650.0
3617,08.28.22 06:09:09 PM,27.075,22044.6
3618,08.28.22 06:39:09 PM,26.390,15155.7
3619,08.28.22 07:09:09 PM,21.569,2411.1
3620,08.28.22 07:39:09 PM,20.424,1248.6
3621,08.28.22 08:09:09 PM,19.567,193.8
3622,08.28.22 08:39:09 PM,17.475,0.0
3623,08.28.22 09:09:09 PM,18.331,0.0
3624,08.28.22 09:39:09 PM,18.045,0.0
3625,08.28.22 10:09:09 PM,17.570,0.0
3626,08.28.22 10:39:09 PM,16.903,0.0
3627,08.28.22 11:09:09 PM,15.951,0.0
3628,08.28.22 11:39:09 PM,15.664,0.0
3629,08.29.22 12:09:09 AM,15.473,0.0
3630,08.29.22 12:39:09 AM,14.900,0.0
3631,08.29.22 01:09:09 AM,13.654,0.0
3632,08.29.22 01:39:09 AM,14.038,0.0
3633,08.29.22 02:09:09 AM,13.269,0.0
3634,08.29.22 02:39:09 AM,12.883,0.0
3635,08.29.22 03:09:09 AM,12.497,0.0
3636,08.29.22 03:39:09 AM,11.431,0.0
3637,08.29.22 04:09:09 AM,10.944,0.0
3638,08.29.22 04:39:09 AM,10.944,0.0
3639,08.29.22 05:09:09 AM,11.722,0.0
3640,08.29.22 05:39:09 AM,11.916,0.0
3641,08.29.22 06:09:09 AM,12.013,129.2
3642,08.29.22 06:39:09 AM,12.497,914.9
3643,08.29.22 07:09:09 AM,13.750,2411.1
3644,08.29.22 07:39:09 AM,14.325,2755.6
3645,08.29.22 08:09:09 AM,15.282,4133.4
3646,08.29.22 08:39:09 AM,16.141,3444.5
3647,08.29.22 09:09:09 AM,16.237,5166.7
3648,08.29.22 09:39:09 AM,16.903,5166.7
3649,08.29.22 10:09:09 AM,17.189,6200.0
3650,08.29.22 10:39:09 AM,18.236,6200.0
3651,08.29.22 11:09:09 AM,18.521,9300.1
3652,08.29.22 11:39:09 AM,19.377,8266.7
3653,08.29.22 12:09:09 PM,19.092,7577.8
3654,08.29.22 12:39:09 PM,20.424,11022.3
3655,08.29.22 01:09:09 PM,23.773,16533.4
3656,08.29.22 01:39:09 PM,22.908,17911.2
3657,08.29.22 02:09:09 PM,26.977,37200.2
3658,08.29.22 02:39:09 PM,25.028,14466.8
3659,08.29.22 03:09:09 PM,25.222,26178.0
3660,08.29.22 03:39:09 PM,25.028,19977.9
3661,08.29.22 04:09:09 PM,25.610,12400.1
3662,08.29.22 04:39:09 PM,26.195,22044.6
3663,08.29.22 05:09:09 PM,24.738,24800.2
3664,08.29.22 05:39:09 PM,25.610,10677.8
3665,08.29.22 06:09:09 PM,26.488,22044.6
3666,08.29.22 06:39:09 PM,23.100,10333.4
3667,08.29.22 07:09:09 PM,21.855,2066.7
3668,08.29.22 07:39:09 PM,20.519,764.2
3669,08.29.22 08:09:09 PM,18.901,172.2
3670,08.29.22 08:39:09 PM,17.189,0.0
3671,08.29.22 09:09:09 PM,15.951,0.0
3672,08.29.22 09:39:09 PM,15.091,0.0
3673,08.29.22 10:09:09 PM,14.613,0.0
3674,08.29.22 10:39:09 PM,16.141,0.0
3675,08.29.22 11:09:09 PM,15.951,0.0
3676,08.29.22 11:39:09 PM,15.378,0.0
3677,08.30.22 12:09:09 AM,15.282,0.0
3678,08.30.22 12:39:09 AM,14.996,0.0
3679,08.30.22 01:09:09 AM,14.709,0.0
3680,08.30.22 01:39:09 AM,14.804,0.0
3681,08.30.22 02:09:09 AM,14.230,0.0
3682,08.30.22 02:39:09 AM,14.134,0.0
3683,08.30.22 03:09:09 AM,13.654,0.0
3684,08.30.22 03:39:09 AM,13.558,0.0
3685,08.30.22 04:09:09 AM,14.134,0.0
3686,08.30.22 04:39:09 AM,14.613,0.0
3687,08.30.22 05:09:09 AM,14.996,0.0
3688,08.30.22 05:39:09 AM,13.942,0.0
3689,08.30.22 06:09:09 AM,14.517,75.3
3690,08.30.22 06:39:09 AM,14.421,624.3
3691,08.30.22 07:09:09 AM,15.091,1097.9
3692,08.30.22 07:39:09 AM,15.760,1377.8
3693,08.30.22 08:09:09 AM,16.332,2927.8
3694,08.30.22 08:39:09 AM,18.331,6200.0
3695,08.30.22 09:09:09 AM,18.996,4994.5
3696,08.30.22 09:39:09 AM,19.282,6200.0
3697,08.30.22 10:09:09 AM,22.238,9644.5
3698,08.30.22 10:39:09 AM,21.855,10333.4
3699,08.30.22 11:09:09 AM,26.390,18600.1
3700,08.30.22 11:39:09 AM,22.908,6200.0
3701,08.30.22 12:09:09 PM,21.760,9300.1
3702,08.30.22 12:39:09 PM,25.222,24800.2
3703,08.30.22 01:09:09 PM,25.416,15844.5
3704,08.30.22 01:39:09 PM,28.060,23422.4
3705,08.30.22 02:09:09 PM,27.862,19977.9
3706,08.30.22 02:39:09 PM,29.752,38578.0
3707,08.30.22 03:09:09 PM,29.853,23422.4
3708,08.30.22 03:39:09 PM,26.585,11711.2
3709,08.30.22 04:09:09 PM,25.028,11711.2
3710,08.30.22 04:39:09 PM,24.448,9644.5
3711,08.30.22 05:09:09 PM,23.196,7233.4
3712,08.30.22 05:39:09 PM,23.004,7577.8
3713,08.30.22 06:09:09 PM,26.683,30311.3
3714,08.30.22 06:39:09 PM,22.621,3788.9
3715,08.30.22 07:09:09 PM,20.424,1808.3
3716,08.30.22 07:39:09 PM,19.472,721.2
3717,08.30.22 08:09:09 PM,18.426,107.6
3718,08.30.22 08:39:09 PM,17.379,0.0
3719,08.30.22 09:09:09 PM,16.903,0.0
3720,08.30.22 09:39:09 PM,16.332,0.0
3721,08.30.22 10:09:09 PM,15.855,0.0
3722,08.30.22 10:39:09 PM,15.187,0.0
3723,08.30.22 11:09:09 PM,15.091,0.0
3724,08.30.22 11:39:09 PM,14.709,0.0
3725,08.31.22 12:09:09 AM,15.282,0.0
3726,08.31.22 12:39:09 AM,15.091,0.0
3727,08.31.22 01:09:09 AM,13.654,0.0
3728,08.31.22 01:39:09 AM,13.269,0.0
3729,08.31.22 02:09:09 AM,12.883,0.0
3730,08.31.22 02:39:09 AM,12.304,0.0
3731,08.31.22 03:09:09 AM,12.401,0.0
3732,08.31.22 03:39:09 AM,12.013,0.0
3733,08.31.22 04:09:09 AM,12.304,0.0
3734,08.31.22 04:39:09 AM,13.654,0.0
3735,08.31.22 05:09:09 AM,14.230,0.0
3736,08.31.22 05:39:09 AM,13.942,0.0
3737,08.31.22 06:09:09 AM,13.076,96.9
3738,08.31.22 06:39:09 AM,12.594,549.0
3739,08.31.22 07:09:09 AM,12.594,1377.8
3740,08.31.22 07:39:09 AM,13.654,2669.5
3741,08.31.22 08:09:09 AM,15.951,8266.7
3742,08.31.22 08:39:09 AM,22.812,23422.4
3743,08.31.22 09:09:09 AM,25.319,35822.5
3744,08.31.22 09:39:09 AM,26.390,35822.5
3745,08.31.22 10:09:09 AM,26.390,37200.2
3746,08.31.22 10:39:09 AM,28.555,41333.6
3747,08.31.22 11:09:09 AM,30.963,39955.8
3748,08.31.22 11:39:09 AM,27.075,37200.2
3749,08.31.22 12:09:09 PM,30.356,42711.4
3750,08.31.22 12:39:09 PM,29.152,41333.6
3751,08.31.22 01:09:09 PM,32.086,14466.8
3752,08.31.22 01:39:09 PM,27.567,8611.2
3753,08.31.22 02:09:09 PM,27.567,13089.0
3754,08.31.22 02:39:09 PM,25.319,11711.2
3755,08.31.22 03:09:09 PM,28.060,10677.8
3756,08.31.22 03:39:09 PM,27.961,9300.1
3757,08.31.22 04:09:09 PM,27.862,22044.6
3758,08.31.22 04:39:09 PM,23.581,5511.1
3759,08.31.22 05:09:09 PM,23.773,6200.0
3760,08.31.22 05:39:09 PM,28.357,30311.3
3761,08.31.22 06:09:09 PM,24.351,8266.7
3762,08.31.22 06:39:09 PM,25.902,7577.8
3763,08.31.22 07:09:09 PM,20.519,2755.6
3764,08.31.22 07:39:09 PM,18.996,1119.5
3765,08.31.22 08:09:09 PM,17.855,279.9
3766,08.31.22 08:39:09 PM,16.808,0.0
3767,08.31.22 09:09:09 PM,16.237,0.0
3768,08.31.22 09:39:09 PM,15.951,0.0
3769,08.31.22 10:09:09 PM,15.473,0.0
3770,08.31.22 10:39:09 PM,15.187,0.0
3771,08.31.22 11:09:09 PM,14.709,0.0
3772,08.31.22 11:39:09 PM,14.709,0.0
3773,09.01.22 12:09:09 AM,15.378,0.0
3774,09.01.22 12:39:09 AM,16.046,0.0
3775,09.01.22 01:09:09 AM,16.237,0.0
3776,09.01.22 01:39:09 AM,15.951,0.0
3777,09.01.22 02:09:09 AM,15.473,0.0
3778,09.01.22 02:39:09 AM,15.378,0.0
3779,09.01.22 03:09:09 AM,15.187,0.0
3780,09.01.22 03:39:09 AM,14.613,0.0
3781,09.01.22 04:09:09 AM,14.230,0.0
3782,09.01.22 04:39:09 AM,14.230,0.0
3783,09.01.22 05:09:09 AM,13.365,0.0
3784,09.01.22 05:39:09 AM,12.304,0.0
3785,09.01.22 06:09:09 AM,11.625,86.1
3786,09.01.22 06:39:09 AM,11.139,559.7
3787,09.01.22 07:09:09 AM,11.916,1119.5
3788,09.01.22 07:39:09 AM,12.690,2066.7
