"Plot-Titel: GAS_TS_2"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309864, SEN S/N: 21309864)","Intensität, Lux (LGR S/N: 21309864, SEN S/N: 21309864)"
1846,07.22.22 08:39:09 PM,21.187,925.7
1847,07.22.22 09:09:09 PM,20.329,150.7
1848,07.22.22 09:39:09 PM,19.472,0.0
1849,07.22.22 10:09:09 PM,19.282,0.0
1850,07.22.22 10:39:09 PM,19.187,0.0
1851,07.22.22 11:09:09 PM,17.950,0.0
1852,07.22.22 11:39:09 PM,17.284,0.0
1853,07.23.22 12:09:09 AM,16.332,0.0
1854,07.23.22 12:39:09 AM,15.473,0.0
1855,07.23.22 01:09:09 AM,14.996,0.0
1856,07.23.22 01:39:09 AM,15.473,0.0
1857,07.23.22 02:09:09 AM,16.332,0.0
1858,07.23.22 02:39:09 AM,15.951,0.0
1859,07.23.22 03:09:09 AM,15.473,0.0
1860,07.23.22 03:39:09 AM,15.282,0.0
1861,07.23.22 04:09:09 AM,15.282,0.0
1862,07.23.22 04:39:09 AM,16.332,0.0
1863,07.23.22 05:09:09 AM,16.046,226.0
1864,07.23.22 05:39:09 AM,16.237,753.5
1865,07.23.22 06:09:09 AM,16.618,505.9
1866,07.23.22 06:39:09 AM,15.855,409.0
1867,07.23.22 07:09:09 AM,14.709,1334.7
1868,07.23.22 07:39:09 AM,14.804,1550.0
1869,07.23.22 08:09:09 AM,14.804,516.7
1870,07.23.22 08:39:09 AM,14.900,1894.5
1871,07.23.22 09:09:09 AM,15.664,2238.9
1872,07.23.22 09:39:09 AM,16.999,7577.8
1873,07.23.22 10:09:09 AM,18.711,18600.1
1874,07.23.22 10:39:09 AM,24.062,22044.6
1875,07.23.22 11:09:09 AM,26.977,42711.4
1876,07.23.22 11:39:09 AM,22.908,33066.9
1877,07.23.22 12:09:09 PM,24.835,42711.4
1878,07.23.22 12:39:09 PM,24.448,14466.8
1879,07.23.22 01:09:09 PM,27.468,44089.2
1880,07.23.22 01:39:09 PM,26.683,41333.6
1881,07.23.22 02:09:09 PM,26.683,14466.8
1882,07.23.22 02:39:09 PM,24.738,12400.1
1883,07.23.22 03:09:09 PM,28.853,12400.1
1884,07.23.22 03:39:09 PM,28.060,22044.6
1885,07.23.22 04:09:09 PM,27.961,27555.7
1886,07.23.22 04:39:09 PM,24.931,8611.2
1887,07.23.22 05:09:09 PM,27.862,10677.8
1888,07.23.22 05:39:09 PM,26.781,17222.3
1889,07.23.22 06:09:09 PM,25.513,5166.7
1890,07.23.22 06:39:09 PM,25.805,4994.5
1891,07.23.22 07:09:09 PM,23.966,4133.4
1892,07.23.22 07:39:09 PM,24.931,10677.8
1893,07.23.22 08:09:09 PM,22.525,2497.2
1894,07.23.22 08:39:09 PM,21.473,1722.2
1895,07.23.22 09:09:09 PM,20.329,366.0
1896,07.23.22 09:39:09 PM,19.758,21.5
1897,07.23.22 10:09:09 PM,18.996,0.0
1898,07.23.22 10:39:09 PM,18.521,0.0
1899,07.23.22 11:09:09 PM,17.760,0.0
1900,07.23.22 11:39:09 PM,17.475,0.0
1901,07.24.22 12:09:09 AM,16.999,0.0
1902,07.24.22 12:39:09 AM,16.046,0.0
1903,07.24.22 01:09:09 AM,15.760,0.0
1904,07.24.22 01:39:09 AM,15.091,0.0
1905,07.24.22 02:09:09 AM,13.365,0.0
1906,07.24.22 02:39:09 AM,13.076,0.0
1907,07.24.22 03:09:09 AM,11.722,0.0
1908,07.24.22 03:39:09 AM,10.846,0.0
1909,07.24.22 04:09:09 AM,10.357,0.0
1910,07.24.22 04:39:09 AM,10.161,0.0
1911,07.24.22 05:09:09 AM,9.768,139.9
1912,07.24.22 05:39:09 AM,9.965,581.3
1913,07.24.22 06:09:09 AM,10.357,1808.3
1914,07.24.22 06:39:09 AM,11.916,1722.2
1915,07.24.22 07:09:09 AM,14.134,2583.4
1916,07.24.22 07:39:09 AM,20.043,28933.5
1917,07.24.22 08:09:09 AM,23.388,33066.9
1918,07.24.22 08:39:09 AM,24.351,37200.2
1919,07.24.22 09:09:09 AM,25.416,38578.0
1920,07.24.22 09:39:09 AM,26.292,39955.8
1921,07.24.22 10:09:09 AM,27.665,39955.8
1922,07.24.22 10:39:09 AM,28.555,39955.8
1923,07.24.22 11:09:09 AM,30.054,38578.0
1924,07.24.22 11:39:09 AM,30.356,38578.0
1925,07.24.22 12:09:09 PM,31.064,37200.2
1926,07.24.22 12:39:09 PM,29.853,35822.5
1927,07.24.22 01:09:09 PM,31.983,33066.9
1928,07.24.22 01:39:09 PM,31.574,33066.9
1929,07.24.22 02:09:09 PM,32.394,33066.9
1930,07.24.22 02:39:09 PM,32.600,30311.3
1931,07.24.22 03:09:09 PM,33.535,33066.9
1932,07.24.22 03:39:09 PM,33.430,31689.1
1933,07.24.22 04:09:09 PM,30.760,20666.8
1934,07.24.22 04:39:09 PM,31.983,23422.4
1935,07.24.22 05:09:09 PM,31.574,19977.9
1936,07.24.22 05:39:09 PM,30.255,13089.0
1937,07.24.22 06:09:09 PM,29.853,11022.3
1938,07.24.22 06:39:09 PM,29.652,10677.8
1939,07.24.22 07:09:09 PM,29.452,9644.5
1940,07.24.22 07:39:09 PM,29.853,11711.2
1941,07.24.22 08:09:09 PM,26.781,2238.9
1942,07.24.22 08:39:09 PM,24.738,1722.2
1943,07.24.22 09:09:09 PM,21.760,236.8
1944,07.24.22 09:39:09 PM,19.758,0.0
1945,07.24.22 10:09:09 PM,18.521,0.0
1946,07.24.22 10:39:09 PM,17.855,0.0
1947,07.24.22 11:09:09 PM,17.284,0.0
1948,07.24.22 11:39:09 PM,16.903,0.0
1949,07.25.22 12:09:09 AM,16.427,0.0
1950,07.25.22 12:39:09 AM,16.332,0.0
1951,07.25.22 01:09:09 AM,16.903,0.0
1952,07.25.22 01:39:09 AM,18.331,0.0
1953,07.25.22 02:09:09 AM,18.616,0.0
1954,07.25.22 02:39:09 AM,18.140,0.0
1955,07.25.22 03:09:09 AM,17.379,0.0
1956,07.25.22 03:39:09 AM,16.903,0.0
1957,07.25.22 04:09:09 AM,16.999,0.0
1958,07.25.22 04:39:09 AM,16.808,0.0
1959,07.25.22 05:09:09 AM,17.855,183.0
1960,07.25.22 05:39:09 AM,17.855,775.0
1961,07.25.22 06:09:09 AM,17.379,1377.8
1962,07.25.22 06:39:09 AM,17.950,1722.2
1963,07.25.22 07:09:09 AM,19.567,2583.4
1964,07.25.22 07:39:09 AM,25.028,27555.7
1965,07.25.22 08:09:09 AM,28.357,31689.1
1966,07.25.22 08:39:09 AM,30.255,34444.7
1967,07.25.22 09:09:09 AM,32.188,37200.2
1968,07.25.22 09:39:09 AM,33.953,38578.0
1969,07.25.22 10:09:09 AM,35.222,38578.0
1970,07.25.22 10:39:09 AM,36.187,38578.0
1971,07.25.22 11:09:09 AM,36.620,38578.0
1972,07.25.22 11:39:09 AM,37.604,37200.2
1973,07.25.22 12:09:09 PM,38.157,35822.5
1974,07.25.22 12:39:09 PM,38.826,34444.7
1975,07.25.22 01:09:09 PM,36.946,35822.5
1976,07.25.22 01:39:09 PM,38.046,12400.1
1977,07.25.22 02:09:09 PM,39.615,35822.5
1978,07.25.22 02:39:09 PM,39.502,35822.5
1979,07.25.22 03:09:09 PM,39.163,33066.9
1980,07.25.22 03:39:09 PM,36.946,17911.2
1981,07.25.22 04:09:09 PM,37.604,22044.6
1982,07.25.22 04:39:09 PM,37.714,12400.1
1983,07.25.22 05:09:09 PM,34.585,6544.5
1984,07.25.22 05:39:09 PM,35.328,8266.7
1985,07.25.22 06:09:09 PM,35.756,11022.3
1986,07.25.22 06:39:09 PM,34.058,4477.8
1987,07.25.22 07:09:09 PM,30.457,441.3
1988,07.25.22 07:39:09 PM,21.664,279.9
1989,07.25.22 08:09:09 PM,21.091,1313.2
1990,07.25.22 08:39:09 PM,21.569,731.9
1991,07.25.22 09:09:09 PM,21.091,21.5
1992,07.25.22 09:39:09 PM,21.091,0.0
1993,07.25.22 10:09:09 PM,22.142,0.0
1994,07.25.22 10:39:09 PM,23.196,0.0
1995,07.25.22 11:09:09 PM,22.908,0.0
1996,07.25.22 11:39:09 PM,22.333,0.0
1997,07.26.22 12:09:09 AM,20.805,0.0
1998,07.26.22 12:39:09 AM,20.043,0.0
1999,07.26.22 01:09:09 AM,20.424,0.0
2000,07.26.22 01:39:09 AM,20.043,0.0
2001,07.26.22 02:09:09 AM,18.996,0.0
2002,07.26.22 02:39:09 AM,18.616,0.0
2003,07.26.22 03:09:09 AM,18.521,0.0
2004,07.26.22 03:39:09 AM,18.806,0.0
2005,07.26.22 04:09:09 AM,18.426,0.0
2006,07.26.22 04:39:09 AM,18.140,0.0
2007,07.26.22 05:09:09 AM,17.665,32.3
2008,07.26.22 05:39:09 AM,17.570,505.9
2009,07.26.22 06:09:09 AM,17.665,1636.1
2010,07.26.22 06:39:09 AM,17.760,2927.8
2011,07.26.22 07:09:09 AM,18.616,4822.3
2012,07.26.22 07:39:09 AM,19.853,6200.0
2013,07.26.22 08:09:09 AM,23.292,24800.2
2014,07.26.22 08:39:09 AM,25.028,27555.7
2015,07.26.22 09:09:09 AM,25.416,33066.9
2016,07.26.22 09:39:09 AM,24.931,30311.3
2017,07.26.22 10:09:09 AM,27.961,24800.2
2018,07.26.22 10:39:09 AM,24.158,10677.8
2019,07.26.22 11:09:09 AM,25.222,55111.5
2020,07.26.22 11:39:09 AM,23.196,7577.8
2021,07.26.22 12:09:09 PM,29.652,17911.2
2022,07.26.22 12:39:09 PM,24.738,8266.7
2023,07.26.22 01:09:09 PM,25.125,8611.2
2024,07.26.22 01:39:09 PM,27.665,12400.1
2025,07.26.22 02:09:09 PM,24.835,13777.9
2026,07.26.22 02:39:09 PM,17.950,2583.4
2027,07.26.22 03:09:09 PM,18.521,8266.7
2028,07.26.22 03:39:09 PM,19.377,10333.4
2029,07.26.22 04:09:09 PM,21.282,14466.8
2030,07.26.22 04:39:09 PM,21.569,9644.5
2031,07.26.22 05:09:09 PM,23.196,18600.1
2032,07.26.22 05:39:09 PM,23.196,8266.7
2033,07.26.22 06:09:09 PM,22.717,7233.4
2034,07.26.22 06:39:09 PM,21.664,2927.8
2035,07.26.22 07:09:09 PM,24.062,14466.8
2036,07.26.22 07:39:09 PM,21.855,2066.7
2037,07.26.22 08:09:09 PM,21.473,2755.6
2038,07.26.22 08:39:09 PM,20.043,667.4
2039,07.26.22 09:09:09 PM,19.567,226.0
2040,07.26.22 09:39:09 PM,18.711,0.0
2041,07.26.22 10:09:09 PM,18.140,0.0
2042,07.26.22 10:39:09 PM,17.284,0.0
2043,07.26.22 11:09:09 PM,17.760,0.0
2044,07.26.22 11:39:09 PM,17.475,0.0
2045,07.27.22 12:09:09 AM,17.665,0.0
2046,07.27.22 12:39:09 AM,17.284,0.0
2047,07.27.22 01:09:09 AM,16.999,0.0
2048,07.27.22 01:39:09 AM,16.618,0.0
2049,07.27.22 02:09:09 AM,16.237,0.0
2050,07.27.22 02:39:09 AM,15.855,0.0
2051,07.27.22 03:09:09 AM,14.900,0.0
2052,07.27.22 03:39:09 AM,14.325,0.0
2053,07.27.22 04:09:09 AM,13.750,0.0
2054,07.27.22 04:39:09 AM,13.173,0.0
2055,07.27.22 05:09:09 AM,12.401,161.5
2056,07.27.22 05:39:09 AM,12.401,645.8
2057,07.27.22 06:09:09 AM,12.594,1636.1
2058,07.27.22 06:39:09 AM,12.787,2066.7
2059,07.27.22 07:09:09 AM,14.804,8266.7
2060,07.27.22 07:39:09 AM,16.237,30311.3
2061,07.27.22 08:09:09 AM,18.426,21355.7
2062,07.27.22 08:39:09 AM,18.331,14466.8
2063,07.27.22 09:09:09 AM,18.521,17222.3
2064,07.27.22 09:39:09 AM,20.329,22044.6
2065,07.27.22 10:09:09 AM,19.472,12400.1
2066,07.27.22 10:39:09 AM,18.711,13089.0
2067,07.27.22 11:09:09 AM,21.760,14466.8
2068,07.27.22 11:39:09 AM,22.142,11711.2
2069,07.27.22 12:09:09 PM,19.948,17222.3
2070,07.27.22 12:39:09 PM,23.196,28933.5
2071,07.27.22 01:09:09 PM,22.717,18600.1
2072,07.27.22 01:39:09 PM,23.004,22044.6
2073,07.27.22 02:09:09 PM,21.282,10677.8
2074,07.27.22 02:39:09 PM,22.238,16533.4
2075,07.27.22 03:09:09 PM,22.717,14466.8
2076,07.27.22 03:39:09 PM,25.805,28933.5
2077,07.27.22 04:09:09 PM,24.738,13777.9
2078,07.27.22 04:39:09 PM,22.621,9644.5
2079,07.27.22 05:09:09 PM,22.238,15155.7
2080,07.27.22 05:39:09 PM,23.004,13777.9
2081,07.27.22 06:09:09 PM,22.525,8611.2
2082,07.27.22 06:39:09 PM,22.717,13089.0
2083,07.27.22 07:09:09 PM,21.091,14466.8
2084,07.27.22 07:39:09 PM,21.091,3444.5
2085,07.27.22 08:09:09 PM,20.329,2066.7
2086,07.27.22 08:39:09 PM,19.092,925.7
2087,07.27.22 09:09:09 PM,17.855,226.0
2088,07.27.22 09:39:09 PM,15.760,0.0
2089,07.27.22 10:09:09 PM,15.091,0.0
2090,07.27.22 10:39:09 PM,16.808,0.0
2091,07.27.22 11:09:09 PM,16.237,0.0
2092,07.27.22 11:39:09 PM,15.569,0.0
2093,07.28.22 12:09:09 AM,14.900,0.0
2094,07.28.22 12:39:09 AM,14.517,0.0
2095,07.28.22 01:09:09 AM,12.980,0.0
2096,07.28.22 01:39:09 AM,11.625,0.0
2097,07.28.22 02:09:09 AM,11.916,0.0
2098,07.28.22 02:39:09 AM,11.819,0.0
2099,07.28.22 03:09:09 AM,11.236,0.0
2100,07.28.22 03:39:09 AM,10.161,0.0
2101,07.28.22 04:09:09 AM,9.275,0.0
2102,07.28.22 04:39:09 AM,8.581,0.0
2103,07.28.22 05:09:09 AM,8.282,75.3
2104,07.28.22 05:39:09 AM,8.282,538.2
2105,07.28.22 06:09:09 AM,8.680,1377.8
2106,07.28.22 06:39:09 AM,9.472,1980.6
2107,07.28.22 07:09:09 AM,11.819,3272.2
2108,07.28.22 07:39:09 AM,17.570,27555.7
2109,07.28.22 08:09:09 AM,22.717,33066.9
2110,07.28.22 08:39:09 AM,23.581,38578.0
2111,07.28.22 09:09:09 AM,23.004,28933.5
2112,07.28.22 09:39:09 AM,24.448,34444.7
2113,07.28.22 10:09:09 AM,24.931,33066.9
2114,07.28.22 10:39:09 AM,26.585,31689.1
2115,07.28.22 11:09:09 AM,25.902,30311.3
2116,07.28.22 11:39:09 AM,27.173,30311.3
2117,07.28.22 12:09:09 PM,26.097,13777.9
2118,07.28.22 12:39:09 PM,23.004,10677.8
2119,07.28.22 01:09:09 PM,23.677,12400.1
2120,07.28.22 01:39:09 PM,30.457,42711.4
2121,07.28.22 02:09:09 PM,28.060,12400.1
2122,07.28.22 02:39:09 PM,30.963,42711.4
2123,07.28.22 03:09:09 PM,31.574,41333.6
2124,07.28.22 03:39:09 PM,32.291,38578.0
2125,07.28.22 04:09:09 PM,29.252,24800.2
2126,07.28.22 04:39:09 PM,30.154,27555.7
2127,07.28.22 05:09:09 PM,27.272,24800.2
2128,07.28.22 05:39:09 PM,27.370,17222.3
2129,07.28.22 06:09:09 PM,26.000,11711.2
2130,07.28.22 06:39:09 PM,25.610,12400.1
2131,07.28.22 07:09:09 PM,24.738,9300.1
2132,07.28.22 07:39:09 PM,24.062,8266.7
2133,07.28.22 08:09:09 PM,22.046,3444.5
2134,07.28.22 08:39:09 PM,20.138,1237.9
2135,07.28.22 09:09:09 PM,18.236,107.6
2136,07.28.22 09:39:09 PM,17.189,0.0
2137,07.28.22 10:09:09 PM,16.427,0.0
2138,07.28.22 10:39:09 PM,16.427,0.0
2139,07.28.22 11:09:09 PM,15.664,0.0
2140,07.28.22 11:39:09 PM,16.141,0.0
2141,07.29.22 12:09:09 AM,16.903,0.0
2142,07.29.22 12:39:09 AM,17.094,0.0
2143,07.29.22 01:09:09 AM,16.618,0.0
2144,07.29.22 01:39:09 AM,16.141,0.0
2145,07.29.22 02:09:09 AM,14.996,0.0
2146,07.29.22 02:39:09 AM,14.804,0.0
2147,07.29.22 03:09:09 AM,14.517,0.0
2148,07.29.22 03:39:09 AM,14.804,0.0
2149,07.29.22 04:09:09 AM,14.613,0.0
2150,07.29.22 04:39:09 AM,14.517,0.0
2151,07.29.22 05:09:09 AM,14.996,193.8
2152,07.29.22 05:39:09 AM,15.187,441.3
2153,07.29.22 06:09:09 AM,15.378,2152.8
2154,07.29.22 06:39:09 AM,15.951,3100.0
2155,07.29.22 07:09:09 AM,16.713,5338.9
2156,07.29.22 07:39:09 AM,17.189,3788.9
2157,07.29.22 08:09:09 AM,19.662,12400.1
2158,07.29.22 08:39:09 AM,20.710,10677.8
2159,07.29.22 09:09:09 AM,22.717,42711.4
2160,07.29.22 09:39:09 AM,28.456,44089.2
2161,07.29.22 10:09:09 AM,31.983,38578.0
2162,07.29.22 10:39:09 AM,31.064,44089.2
2163,07.29.22 11:09:09 AM,27.075,26178.0
2164,07.29.22 11:39:09 AM,30.054,18600.1
2165,07.29.22 12:09:09 PM,31.676,39955.8
2166,07.29.22 12:39:09 PM,29.853,26178.0
2167,07.29.22 01:09:09 PM,29.853,14466.8
2168,07.29.22 01:39:09 PM,34.903,37200.2
2169,07.29.22 02:09:09 PM,35.542,37200.2
2170,07.29.22 02:39:09 PM,34.268,42711.4
2171,07.29.22 03:09:09 PM,32.497,24800.2
2172,07.29.22 03:39:09 PM,34.796,38578.0
2173,07.29.22 04:09:09 PM,32.600,9300.1
2174,07.29.22 04:39:09 PM,33.639,22044.6
2175,07.29.22 05:09:09 PM,33.953,27555.7
2176,07.29.22 05:39:09 PM,29.752,17911.2
2177,07.29.22 06:09:09 PM,29.552,11022.3
2178,07.29.22 06:39:09 PM,29.152,8266.7
2179,07.29.22 07:09:09 PM,27.665,8611.2
2180,07.29.22 07:39:09 PM,27.665,7577.8
2181,07.29.22 08:09:09 PM,25.610,1722.2
2182,07.29.22 08:39:09 PM,24.641,1173.3
2183,07.29.22 09:09:09 PM,23.484,290.6
2184,07.29.22 09:39:09 PM,23.004,0.0
2185,07.29.22 10:09:09 PM,22.238,0.0
2186,07.29.22 10:39:09 PM,21.855,0.0
2187,07.29.22 11:09:09 PM,21.569,0.0
2188,07.29.22 11:39:09 PM,21.187,0.0
2189,07.30.22 12:09:09 AM,20.615,0.0
2190,07.30.22 12:39:09 AM,20.138,0.0
2191,07.30.22 01:09:09 AM,19.662,0.0
2192,07.30.22 01:39:09 AM,19.377,0.0
2193,07.30.22 02:09:09 AM,18.806,0.0
2194,07.30.22 02:39:09 AM,18.426,0.0
2195,07.30.22 03:09:09 AM,18.426,0.0
2196,07.30.22 03:39:09 AM,18.331,0.0
2197,07.30.22 04:09:09 AM,18.236,0.0
2198,07.30.22 04:39:09 AM,18.045,0.0
2199,07.30.22 05:09:09 AM,17.570,21.5
2200,07.30.22 05:39:09 AM,16.903,172.2
2201,07.30.22 06:09:09 AM,16.523,958.0
2202,07.30.22 06:39:09 AM,16.808,2152.8
2203,07.30.22 07:09:09 AM,18.331,3961.1
2204,07.30.22 07:39:09 AM,19.948,6544.5
2205,07.30.22 08:09:09 AM,21.187,8266.7
2206,07.30.22 08:39:09 AM,23.484,19289.0
2207,07.30.22 09:09:09 AM,23.966,18600.1
2208,07.30.22 09:39:09 AM,24.351,14466.8
2209,07.30.22 10:09:09 AM,24.545,15844.5
2210,07.30.22 10:39:09 AM,25.805,16533.4
2211,07.30.22 11:09:09 AM,27.075,21355.7
2212,07.30.22 11:39:09 AM,26.977,17911.2
2213,07.30.22 12:09:09 PM,30.659,34444.7
2214,07.30.22 12:39:09 PM,30.356,20666.8
2215,07.30.22 01:09:09 PM,32.497,23422.4
2216,07.30.22 01:39:09 PM,35.115,37200.2
2217,07.30.22 02:09:09 PM,34.479,42711.4
2218,07.30.22 02:39:09 PM,36.295,46844.8
2219,07.30.22 03:09:09 PM,36.187,42711.4
2220,07.30.22 03:39:09 PM,35.435,44089.2
2221,07.30.22 04:09:09 PM,29.652,8611.2
2222,07.30.22 04:39:09 PM,31.778,7233.4
2223,07.30.22 05:09:09 PM,30.862,26178.0
2224,07.30.22 05:39:09 PM,30.356,5338.9
2225,07.30.22 06:09:09 PM,28.953,11711.2
2226,07.30.22 06:39:09 PM,28.060,8611.2
2227,07.30.22 07:09:09 PM,27.173,10333.4
2228,07.30.22 07:39:09 PM,26.683,9644.5
2229,07.30.22 08:09:09 PM,23.773,1119.5
2230,07.30.22 08:39:09 PM,21.664,581.3
2231,07.30.22 09:09:09 PM,19.662,75.3
2232,07.30.22 09:39:09 PM,21.569,0.0
2233,07.30.22 10:09:09 PM,20.519,0.0
2234,07.30.22 10:39:09 PM,18.045,0.0
2235,07.30.22 11:09:09 PM,16.999,0.0
2236,07.30.22 11:39:09 PM,16.427,0.0
2237,07.31.22 12:09:09 AM,15.664,0.0
2238,07.31.22 12:39:09 AM,15.091,0.0
2239,07.31.22 01:09:09 AM,14.325,0.0
2240,07.31.22 01:39:09 AM,14.230,0.0
2241,07.31.22 02:09:09 AM,13.846,0.0
2242,07.31.22 02:39:09 AM,13.558,0.0
2243,07.31.22 03:09:09 AM,13.173,0.0
2244,07.31.22 03:39:09 AM,13.076,0.0
2245,07.31.22 04:09:09 AM,12.787,0.0
2246,07.31.22 04:39:09 AM,12.594,0.0
2247,07.31.22 05:09:09 AM,12.401,10.8
2248,07.31.22 05:39:09 AM,12.401,269.1
2249,07.31.22 06:09:09 AM,12.690,1377.8
2250,07.31.22 06:39:09 AM,13.558,1894.5
2251,07.31.22 07:09:09 AM,15.187,2755.6
2252,07.31.22 07:39:09 AM,19.092,24800.2
2253,07.31.22 08:09:09 AM,23.966,30311.3
2254,07.31.22 08:39:09 AM,26.390,34444.7
2255,07.31.22 09:09:09 AM,28.456,35822.5
2256,07.31.22 09:39:09 AM,29.352,37200.2
2257,07.31.22 10:09:09 AM,31.064,41333.6
2258,07.31.22 10:39:09 AM,32.188,38578.0
2259,07.31.22 11:09:09 AM,31.472,38578.0
2260,07.31.22 11:39:09 AM,32.188,38578.0
2261,07.31.22 12:09:09 PM,32.086,8266.7
2262,07.31.22 12:39:09 PM,31.472,9300.1
2263,07.31.22 01:09:09 PM,31.472,39955.8
2264,07.31.22 01:39:09 PM,34.058,38578.0
2265,07.31.22 02:09:09 PM,32.497,31689.1
2266,07.31.22 02:39:09 PM,27.468,9644.5
2267,07.31.22 03:09:09 PM,33.953,41333.6
2268,07.31.22 03:39:09 PM,34.058,35822.5
2269,07.31.22 04:09:09 PM,31.064,7233.4
2270,07.31.22 04:39:09 PM,31.880,30311.3
2271,07.31.22 05:09:09 PM,32.704,24800.2
2272,07.31.22 05:39:09 PM,28.357,4650.0
2273,07.31.22 06:09:09 PM,28.258,6544.5
2274,07.31.22 06:39:09 PM,29.452,6200.0
2275,07.31.22 07:09:09 PM,28.655,4650.0
2276,07.31.22 07:39:09 PM,26.292,2066.7
2277,07.31.22 08:09:09 PM,25.222,968.8
2278,07.31.22 08:39:09 PM,24.351,96.9
2279,07.31.22 09:09:09 PM,23.677,0.0
2280,07.31.22 09:39:09 PM,23.292,0.0
2281,07.31.22 10:09:09 PM,23.100,0.0
2282,07.31.22 10:39:09 PM,22.238,0.0
2283,07.31.22 11:09:09 PM,21.664,0.0
2284,07.31.22 11:39:09 PM,21.855,0.0
2285,08.01.22 12:09:09 AM,21.187,0.0
2286,08.01.22 12:39:09 AM,22.429,0.0
2287,08.01.22 01:09:09 AM,22.238,0.0
2288,08.01.22 01:39:09 AM,21.473,0.0
2289,08.01.22 02:09:09 AM,21.187,0.0
2290,08.01.22 02:39:09 AM,20.710,0.0
2291,08.01.22 03:09:09 AM,20.234,0.0
2292,08.01.22 03:39:09 AM,19.758,0.0
2293,08.01.22 04:09:09 AM,19.187,0.0
2294,08.01.22 04:39:09 AM,18.711,0.0
2295,08.01.22 05:09:09 AM,18.996,10.8
2296,08.01.22 05:39:09 AM,18.521,193.8
2297,08.01.22 06:09:09 AM,19.282,613.5
2298,08.01.22 06:39:09 AM,19.377,1291.7
2299,08.01.22 07:09:09 AM,19.377,850.4
2300,08.01.22 07:39:09 AM,19.758,2066.7
2301,08.01.22 08:09:09 AM,20.710,3444.5
2302,08.01.22 08:39:09 AM,19.853,2927.8
2303,08.01.22 09:09:09 AM,20.996,2927.8
2304,08.01.22 09:39:09 AM,20.805,5511.1
2305,08.01.22 10:09:09 AM,21.569,3272.2
2306,08.01.22 10:39:09 AM,21.664,11711.2
2307,08.01.22 11:09:09 AM,24.062,8611.2
2308,08.01.22 11:39:09 AM,22.812,7577.8
2309,08.01.22 12:09:09 PM,22.525,7233.4
2310,08.01.22 12:39:09 PM,22.812,8266.7
2311,08.01.22 01:09:09 PM,22.908,7233.4
2312,08.01.22 01:39:09 PM,22.908,5338.9
2313,08.01.22 02:09:09 PM,23.581,15155.7
2314,08.01.22 02:39:09 PM,25.805,20666.8
2315,08.01.22 03:09:09 PM,27.764,14466.8
2316,08.01.22 03:39:09 PM,24.351,11022.3
2317,08.01.22 04:09:09 PM,26.488,14466.8
2318,08.01.22 04:39:09 PM,28.953,30311.3
2319,08.01.22 05:09:09 PM,25.708,3788.9
2320,08.01.22 05:39:09 PM,24.641,8611.2
2321,08.01.22 06:09:09 PM,26.390,10677.8
2322,08.01.22 06:39:09 PM,24.738,6544.5
2323,08.01.22 07:09:09 PM,24.738,6544.5
2324,08.01.22 07:39:09 PM,23.677,3788.9
2325,08.01.22 08:09:09 PM,23.196,3272.2
2326,08.01.22 08:39:09 PM,22.621,1151.7
2327,08.01.22 09:09:09 PM,21.760,172.2
2328,08.01.22 09:39:09 PM,21.378,0.0
2329,08.01.22 10:09:09 PM,20.329,0.0
2330,08.01.22 10:39:09 PM,20.710,0.0
2331,08.01.22 11:09:09 PM,20.043,0.0
2332,08.01.22 11:39:09 PM,18.806,0.0
2333,08.02.22 12:09:09 AM,18.901,0.0
2334,08.02.22 12:39:09 AM,17.950,0.0
2335,08.02.22 01:09:09 AM,17.570,0.0
2336,08.02.22 01:39:09 AM,17.570,0.0
2337,08.02.22 02:09:09 AM,18.426,0.0
2338,08.02.22 02:39:09 AM,18.806,0.0
2339,08.02.22 03:09:09 AM,18.426,0.0
2340,08.02.22 03:39:09 AM,18.140,0.0
2341,08.02.22 04:09:09 AM,17.950,0.0
2342,08.02.22 04:39:09 AM,17.855,0.0
2343,08.02.22 05:09:09 AM,17.760,32.3
2344,08.02.22 05:39:09 AM,17.094,398.3
2345,08.02.22 06:09:09 AM,16.903,1808.3
2346,08.02.22 06:39:09 AM,17.950,1980.6
2347,08.02.22 07:09:09 AM,18.806,3616.7
2348,08.02.22 07:39:09 AM,19.853,24800.2
2349,08.02.22 08:09:09 AM,18.616,28933.5
2350,08.02.22 08:39:09 AM,19.758,33066.9
2351,08.02.22 09:09:09 AM,20.329,33066.9
2352,08.02.22 09:39:09 AM,21.282,39955.8
2353,08.02.22 10:09:09 AM,23.292,39955.8
2354,08.02.22 10:39:09 AM,26.000,41333.6
2355,08.02.22 11:09:09 AM,29.252,42711.4
2356,08.02.22 11:39:09 AM,28.357,42711.4
2357,08.02.22 12:09:09 PM,30.255,41333.6
2358,08.02.22 12:39:09 PM,31.064,44089.2
2359,08.02.22 01:09:09 PM,30.963,41333.6
2360,08.02.22 01:39:09 PM,31.166,30311.3
2361,08.02.22 02:09:09 PM,32.704,35822.5
2362,08.02.22 02:39:09 PM,33.118,35822.5
2363,08.02.22 03:09:09 PM,34.268,35822.5
2364,08.02.22 03:39:09 PM,34.585,33066.9
2365,08.02.22 04:09:09 PM,31.880,23422.4
2366,08.02.22 04:39:09 PM,31.370,16533.4
2367,08.02.22 05:09:09 PM,31.574,20666.8
