"Plot-Titel: VG"
"Anz.","Datum Zeit, GMT+02:00","Temp., °C (LGR S/N: 21309856, SEN S/N: 21309856, LBL: Celsius)","Intensität, Lux (LGR S/N: 21309856, SEN S/N: 21309856, LBL: Lux)"
302,04.24.22 01:07:44 AM,9.077,0.0
303,04.24.22 02:07:44 AM,8.779,0.0
304,04.24.22 03:07:44 AM,7.682,0.0
305,04.24.22 04:07:44 AM,6.877,0.0
306,04.24.22 05:07:44 AM,6.268,0.0
307,04.24.22 06:07:44 AM,5.860,678.1
308,04.24.22 07:07:44 AM,9.176,17911.2
309,04.24.22 08:07:44 AM,11.916,9300.1
310,04.24.22 09:07:44 AM,12.883,13089.0
311,04.24.22 10:07:44 AM,16.713,24800.2
312,04.24.22 11:07:44 AM,20.234,30311.3
313,04.24.22 12:07:44 PM,21.187,27555.7
314,04.24.22 01:07:44 PM,20.710,12400.1
315,04.24.22 02:07:44 PM,20.805,34444.7
316,04.24.22 03:07:44 PM,22.429,7577.8
317,04.24.22 04:07:44 PM,22.525,30311.3
318,04.24.22 05:07:44 PM,17.570,3788.9
319,04.24.22 06:07:44 PM,16.046,581.3
320,04.24.22 07:07:44 PM,14.230,333.7
321,04.24.22 08:07:44 PM,13.365,64.6
322,04.24.22 09:07:44 PM,12.401,0.0
323,04.24.22 10:07:44 PM,10.846,0.0
324,04.24.22 11:07:44 PM,9.275,0.0
325,04.25.22 12:07:44 AM,8.082,0.0
326,04.25.22 01:07:44 AM,7.481,0.0
327,04.25.22 02:07:44 AM,6.978,0.0
328,04.25.22 03:07:44 AM,6.674,0.0
329,04.25.22 04:07:44 AM,6.471,0.0
330,04.25.22 05:07:44 AM,5.962,0.0
331,04.25.22 06:07:44 AM,5.757,247.6
332,04.25.22 07:07:44 AM,6.166,1636.1
333,04.25.22 08:07:44 AM,7.179,4133.4
334,04.25.22 09:07:44 AM,8.481,6200.0
335,04.25.22 10:07:44 AM,8.680,6200.0
336,04.25.22 11:07:44 AM,12.207,19977.9
337,04.25.22 12:07:44 PM,12.690,16533.4
338,04.25.22 01:07:44 PM,14.900,19977.9
339,04.25.22 02:07:44 PM,18.521,31689.1
340,04.25.22 03:07:44 PM,19.853,28933.5
341,04.25.22 04:07:44 PM,20.138,28933.5
342,04.25.22 05:07:44 PM,18.996,11022.3
343,04.25.22 06:07:44 PM,14.517,4477.8
344,04.25.22 07:07:44 PM,13.461,1808.3
345,04.25.22 08:07:44 PM,12.110,559.7
346,04.25.22 09:07:44 PM,10.553,0.0
347,04.25.22 10:07:44 PM,9.669,0.0
348,04.25.22 11:07:44 PM,8.680,0.0
349,04.26.22 12:07:44 AM,8.082,0.0
350,04.26.22 01:07:44 AM,7.280,0.0
351,04.26.22 02:07:44 AM,6.978,0.0
352,04.26.22 03:07:44 AM,6.268,0.0
353,04.26.22 04:07:44 AM,5.860,0.0
354,04.26.22 05:07:44 AM,5.552,0.0
355,04.26.22 06:07:44 AM,5.962,1894.5
356,04.26.22 07:07:44 AM,9.472,19977.9
357,04.26.22 08:07:44 AM,12.304,19289.0
358,04.26.22 09:07:44 AM,15.282,20666.8
359,04.26.22 10:07:44 AM,18.045,33066.9
360,04.26.22 11:07:44 AM,20.519,30311.3
361,04.26.22 12:07:44 PM,21.187,27555.7
362,04.26.22 01:07:44 PM,21.091,26178.0
363,04.26.22 02:07:44 PM,23.196,13089.0
364,04.26.22 03:07:44 PM,17.189,5166.7
365,04.26.22 04:07:44 PM,19.092,5166.7
366,04.26.22 05:07:44 PM,23.773,23422.4
367,04.26.22 06:07:44 PM,17.094,3444.5
368,04.26.22 07:07:44 PM,16.427,1980.6
369,04.26.22 08:07:44 PM,15.378,247.6
370,04.26.22 09:07:44 PM,14.325,0.0
371,04.26.22 10:07:44 PM,13.942,0.0
372,04.26.22 11:07:44 PM,13.269,0.0
373,04.27.22 12:07:44 AM,12.013,0.0
374,04.27.22 01:07:44 AM,11.431,0.0
375,04.27.22 02:07:44 AM,11.431,0.0
376,04.27.22 03:07:44 AM,10.063,0.0
377,04.27.22 04:07:44 AM,9.077,0.0
378,04.27.22 05:07:44 AM,8.282,0.0
379,04.27.22 06:07:44 AM,7.983,818.1
380,04.27.22 07:07:44 AM,12.013,17222.3
381,04.27.22 08:07:44 AM,16.046,30311.3
382,04.27.22 09:07:44 AM,18.331,22044.6
383,04.27.22 10:07:44 AM,19.567,31689.1
384,04.27.22 11:07:44 AM,21.664,33066.9
385,04.27.22 12:07:44 PM,17.855,6200.0
386,04.27.22 01:07:44 PM,21.378,7233.4
387,04.27.22 02:07:44 PM,19.377,7577.8
388,04.27.22 03:07:44 PM,23.388,26178.0
389,04.27.22 04:07:44 PM,19.282,17222.3
390,04.27.22 05:07:44 PM,18.616,17222.3
391,04.27.22 06:07:44 PM,16.999,3788.9
392,04.27.22 07:07:44 PM,16.618,2238.9
393,04.27.22 08:07:44 PM,15.569,452.1
394,04.27.22 09:07:44 PM,14.230,0.0
395,04.27.22 10:07:44 PM,13.269,0.0
396,04.27.22 11:07:44 PM,11.431,0.0
397,04.28.22 12:07:44 AM,10.357,0.0
398,04.28.22 01:07:44 AM,9.373,0.0
399,04.28.22 02:07:44 AM,8.680,0.0
400,04.28.22 03:07:44 AM,9.176,0.0
401,04.28.22 04:07:44 AM,8.779,0.0
402,04.28.22 05:07:44 AM,8.182,0.0
403,04.28.22 06:07:44 AM,7.682,678.1
404,04.28.22 07:07:44 AM,10.846,14466.8
405,04.28.22 08:07:44 AM,12.690,5511.1
406,04.28.22 09:07:44 AM,12.787,9644.5
407,04.28.22 10:07:44 AM,16.046,18600.1
408,04.28.22 11:07:44 AM,20.996,31689.1
409,04.28.22 12:07:44 PM,19.662,8611.2
410,04.28.22 01:07:44 PM,19.567,12400.1
411,04.28.22 02:07:44 PM,20.615,27555.7
412,04.28.22 03:07:44 PM,24.062,33066.9
413,04.28.22 04:07:44 PM,24.158,27555.7
414,04.28.22 05:07:44 PM,23.581,23422.4
415,04.28.22 06:07:44 PM,17.284,3444.5
416,04.28.22 07:07:44 PM,16.427,1808.3
417,04.28.22 08:07:44 PM,15.282,678.1
418,04.28.22 09:07:44 PM,14.134,0.0
419,04.28.22 10:07:44 PM,13.173,0.0
420,04.28.22 11:07:44 PM,12.401,0.0
421,04.29.22 12:07:44 AM,10.944,0.0
422,04.29.22 01:07:44 AM,9.373,0.0
423,04.29.22 02:07:44 AM,8.680,0.0
424,04.29.22 03:07:44 AM,8.779,0.0
425,04.29.22 04:07:44 AM,8.779,0.0
426,04.29.22 05:07:44 AM,8.282,0.0
427,04.29.22 06:07:44 AM,7.280,1980.6
428,04.29.22 07:07:44 AM,11.819,20666.8
429,04.29.22 08:07:44 AM,14.900,23422.4
430,04.29.22 09:07:44 AM,18.711,24800.2
431,04.29.22 10:07:44 AM,19.282,26178.0
432,04.29.22 11:07:44 AM,20.615,20666.8
433,04.29.22 12:07:44 PM,21.951,24800.2
434,04.29.22 01:07:44 PM,23.869,27555.7
435,04.29.22 02:07:44 PM,26.195,26178.0
436,04.29.22 03:07:44 PM,24.738,24800.2
437,04.29.22 04:07:44 PM,22.621,9300.1
438,04.29.22 05:07:44 PM,22.525,12400.1
439,04.29.22 06:07:44 PM,19.662,5511.1
440,04.29.22 07:07:44 PM,17.950,2411.1
441,04.29.22 08:07:44 PM,16.427,355.2
442,04.29.22 09:07:44 PM,15.282,0.0
443,04.29.22 10:07:44 PM,15.091,0.0
444,04.29.22 11:07:44 PM,14.421,0.0
445,04.30.22 12:07:44 AM,13.654,0.0
446,04.30.22 01:07:44 AM,12.690,0.0
447,04.30.22 02:07:44 AM,11.528,0.0
448,04.30.22 03:07:44 AM,11.139,0.0
449,04.30.22 04:07:44 AM,10.748,0.0
450,04.30.22 05:07:44 AM,10.259,0.0
451,04.30.22 06:07:44 AM,9.373,409.0
452,04.30.22 07:07:44 AM,10.161,2238.9
453,04.30.22 08:07:44 AM,13.269,7577.8
454,04.30.22 09:07:44 AM,14.421,14466.8
455,04.30.22 10:07:44 AM,16.141,11022.3
456,04.30.22 11:07:44 AM,17.665,12400.1
457,04.30.22 12:07:44 PM,20.424,20666.8
458,04.30.22 01:07:44 PM,19.853,14466.8
459,04.30.22 02:07:44 PM,21.378,13089.0
460,04.30.22 03:07:44 PM,23.581,19289.0
461,04.30.22 04:07:44 PM,26.488,11022.3
462,04.30.22 05:07:44 PM,22.046,5166.7
463,04.30.22 06:07:44 PM,19.758,4305.6
464,04.30.22 07:07:44 PM,18.236,2325.0
465,04.30.22 08:07:44 PM,16.523,613.5
466,04.30.22 09:07:44 PM,15.091,0.0
467,04.30.22 10:07:44 PM,13.654,0.0
468,04.30.22 11:07:44 PM,12.980,0.0
469,05.01.22 12:07:44 AM,12.013,0.0
470,05.01.22 01:07:44 AM,10.846,0.0
471,05.01.22 02:07:44 AM,10.357,0.0
472,05.01.22 03:07:44 AM,9.768,0.0
473,05.01.22 04:07:44 AM,9.571,0.0
474,05.01.22 05:07:44 AM,8.978,0.0
475,05.01.22 06:07:44 AM,8.680,1033.3
476,05.01.22 07:07:44 AM,10.651,14466.8
477,05.01.22 08:07:44 AM,15.187,24800.2
478,05.01.22 09:07:44 AM,17.855,23422.4
479,05.01.22 10:07:44 AM,20.138,37200.2
480,05.01.22 11:07:44 AM,17.379,9300.1
481,05.01.22 12:07:44 PM,16.808,6544.5
482,05.01.22 01:07:44 PM,15.760,4822.3
483,05.01.22 02:07:44 PM,15.664,3788.9
484,05.01.22 03:07:44 PM,15.855,4650.0
485,05.01.22 04:07:44 PM,15.855,6200.0
486,05.01.22 05:07:44 PM,17.855,7233.4
487,05.01.22 06:07:44 PM,16.332,4305.6
488,05.01.22 07:07:44 PM,14.900,1377.8
489,05.01.22 08:07:44 PM,14.134,355.2
490,05.01.22 09:07:44 PM,13.461,0.0
491,05.01.22 10:07:44 PM,12.594,0.0
492,05.01.22 11:07:44 PM,12.497,0.0
493,05.02.22 12:07:44 AM,11.722,0.0
494,05.02.22 01:07:44 AM,11.334,0.0
495,05.02.22 02:07:44 AM,10.748,0.0
496,05.02.22 03:07:44 AM,10.651,0.0
497,05.02.22 04:07:44 AM,10.357,0.0
498,05.02.22 05:07:44 AM,9.275,0.0
499,05.02.22 06:07:44 AM,9.077,893.4
500,05.02.22 07:07:44 AM,12.013,16533.4
501,05.02.22 08:07:44 AM,16.713,26178.0
502,05.02.22 09:07:44 AM,20.519,23422.4
503,05.02.22 10:07:44 AM,20.710,28933.5
504,05.02.22 11:07:44 AM,21.951,28933.5
505,05.02.22 12:07:44 PM,22.621,26178.0
506,05.02.22 01:07:44 PM,25.125,26178.0
507,05.02.22 02:07:44 PM,24.545,16533.4
508,05.02.22 03:07:44 PM,24.158,10333.4
509,05.02.22 04:07:44 PM,25.222,26178.0
510,05.02.22 05:07:44 PM,21.855,5166.7
511,05.02.22 06:07:44 PM,18.996,3444.5
512,05.02.22 07:07:44 PM,17.855,1808.3
513,05.02.22 08:07:44 PM,16.808,742.7
514,05.02.22 09:07:44 PM,15.569,0.0
515,05.02.22 10:07:44 PM,14.325,0.0
516,05.02.22 11:07:44 PM,12.690,0.0
517,05.03.22 12:07:44 AM,12.207,0.0
518,05.03.22 01:07:44 AM,11.722,0.0
519,05.03.22 02:07:44 AM,12.207,0.0
520,05.03.22 03:07:44 AM,11.916,0.0
521,05.03.22 04:07:44 AM,11.041,0.0
522,05.03.22 05:07:44 AM,9.669,0.0
523,05.03.22 06:07:44 AM,9.472,1087.2
524,05.03.22 07:07:44 AM,10.944,1377.8
525,05.03.22 08:07:44 AM,12.980,6200.0
526,05.03.22 09:07:44 AM,17.570,24800.2
527,05.03.22 10:07:44 AM,19.758,26178.0
528,05.03.22 11:07:44 AM,21.473,30311.3
529,05.03.22 12:07:44 PM,22.333,22044.6
